Protein Id	Gene Symbol	DMSO_R1	DMSO_R2	DMSO_R3	DMSO_R4	Erl_R1	Erl_R2	Erl_R3	Erl_R4	Lap_R1	Lap_R2	Lap_R3	Lap_R4	Sor_R1	Sor_R2	Sor_R3	Sor_R4	Sun_R1	Sun_R2	Sun_R3	Sun_R4
sp|O95685|PPR3D_HUMAN	PPP1R3D	10.4665	10.8422	10.4743	10.1561	9.36013	9.27605	9.6703	9.41981	9.40734	9.21693	9.46592	9.03965	10.2035	10.2253	10.6892	10.3271	10.9809	10.0211	10.423	10.3345
sp|P46379-3|BAG6_HUMAN	BAG6	9.78793	10.1236	10.0619	10.2018	10.0078	9.71493	9.90113	9.7241	10.3914	9.99353	10.3232	9.65272	9.77768	10.2513	9.70558	10.3431	10.0267	9.92514	9.92945	10.157
sp|Q9NSD9|SYFB_HUMAN	FARSB	10.2021	10.2757	9.98591	10.2859	10.4819	10.2754	9.85104	10.4132	9.77512	9.53284	10.1667	10.3453	10.7858	10.5857	10.2499	10.4731	8.98072	9.10466	9.04837	9.1805
sp|P52758|UK114_HUMAN	HRSP12	9.06252	8.95898	8.94146	9.52406	9.91768	9.89455	8.02357	9.81753	9.89194	11.2389	9.38953	10.0823	11.0124	11.0562	10.6127	11.4909	9.18098	9.78582	10.4157	11.7022
sp|Q9Y315|DEOC_HUMAN	DERA	9.82948	8.66311	8.52358	7.94327	9.42589	8.67072	9.43975	9.36574	8.75131	10.2103	10.4429	10.1274	11.4828	10.7207	10.7289	10.4308	11.1805	11.0652	11.5173	11.4804
sp|Q92843-2|B2CL2_HUMAN	BCL2L2	10.2314	10.2826	10.1994	10.7488	9.23456	9.46633	9.84738	10.0792	9.70988	9.89848	9.90246	9.51186	9.70192	10.2245	11.1746	10.5054	11.201	10.0493	9.02128	9.00951
sp|Q86U42|PABP2_HUMAN	PABPN1	8.15219	10.4158	0	0	9.79427	10.3857	0	0	9.8218	10.5879	0	0	10.0598	10.2561	0	0	10.2174	10.309	0	0
sp|Q86VY4|TSYL5_HUMAN	TSPYL5	12.2989	10.4352	12.2263	10.8132	11.6036	10.4961	10.4488	12.1837	10.3842	10.2465	10.4898	9.76508	7.97668	9.00806	8.06052	5.98493	8.83007	8.7207	9.70381	10.3238
sp|Q86UP2|KTN1_HUMAN	KTN1	9.96905	9.82177	10.1145	10.0545	9.56567	9.9946	9.53834	9.91257	9.47239	10.0282	9.62037	9.92332	9.85311	10.1593	9.80968	9.67668	10.5031	10.6329	10.7286	10.6214
sp|Q9Y5K8|VATD_HUMAN	ATP6V1D	11.1814	9.94555	9.03672	9.85912	8.95677	8.19066	9.32076	9.83354	8.62292	11.0978	10.4705	10.1203	12.2493	9.89392	9.92309	10.6038	9.9096	9.95214	10.2957	10.5364
sp|Q9UHI6|DDX20_HUMAN	DDX20	8.92385	9.57906	10.8185	10.4531	12.1303	12.2217	11.5831	10.7512	9.54079	9.62744	10.4438	9.70411	8.3881	9.39894	8.48165	8.24726	10.5442	9.64556	9.90651	9.61065
sp|P22102|PUR2_HUMAN	GART	9.55937	9.61586	9.50714	9.75597	9.75795	9.49243	9.69508	9.73129	9.92935	9.32066	9.91663	9.97435	10.9157	11.0817	11.0253	10.6531	10.3941	9.93283	9.65566	10.0854
sp|Q0VDF9|HSP7E_HUMAN	HSPA14	10.1049	10.1061	9.89628	10.3641	9.12309	8.70757	9.71227	10.0088	10.5182	9.85049	10.7217	9.69958	10.4397	10.7631	10.0564	10.0345	10.8878	9.49901	9.8588	9.64756
sp|P56182|RRP1_HUMAN	RRP1	10.3312	9.1738	9.61992	10.6976	10.3063	9.08587	11.2489	10.6109	10.4301	10.4385	11.5957	9.5585	10.5736	9.96803	8.83706	8.88077	10.5274	9.1653	9.86946	9.08108
sp|Q9H4A6|GOLP3_HUMAN	GOLPH3	10.5428	9.83154	10.1181	9.85374	9.59596	8.95606	9.59157	9.32361	9.54718	9.96156	9.80821	10.2742	11.3329	10.5954	10.8352	10.3423	9.92063	9.71602	10.1326	9.7205
sp|Q9H4A5|GLP3L_HUMAN	GOLPH3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q92499|DDX1_HUMAN	DDX1	9.84944	10.2425	10.3975	9.99322	10.0665	9.84786	10.0551	9.85907	10.2643	9.72354	9.81339	10.2588	9.5332	9.86762	9.99656	9.71697	10.4172	10.1878	9.96801	9.94141
sp|P46926|GNPI1_HUMAN	GNPDA1	9.9983	9.56618	10.0854	8.71561	9.184	9.05693	8.72771	8.33513	9.48491	9.43954	9.37513	8.49483	11.3143	11.4084	11.228	13.1869	10.4456	10.1019	10.8836	10.9677
sp|Q8TDQ7|GNPI2_HUMAN	GNPDA2	10.3631	10.0033	10.4244	9.63875	9.65524	9.55312	9.04971	8.97273	9.30165	8.91611	9.32253	8.62185	10.9851	10.8175	11.1575	11.3048	10.2385	10.1664	10.8264	10.6813
sp|Q15124|PGM5_HUMAN	PGM5	10.1454	10.1615	10.8229	9.43772	10.0407	10.0555	9.83482	9.06148	10.176	9.49667	9.74284	8.83114	9.56045	9.38581	10.0707	10.0194	10.3714	10.6066	11.3269	10.8521
sp|Q8IYS2-2|K2013_HUMAN	KIAA2013	9.82426	9.78693	10.6617	10.1773	10.6621	10.7456	11.0437	9.60518	10.1439	11.0494	10.8998	9.80114	9.91051	9.28236	9.57114	10.669	9.23376	9.36113	9.11128	8.4596
sp|Q8N1G4|LRC47_HUMAN	LRRC47	10.0008	10.5487	9.83214	10.5518	10.0663	10.2373	10.2695	9.82542	9.08495	9.12899	9.17671	9.55732	10.3383	10.777	10.3658	10.2758	9.79651	10.0211	10.1922	9.95321
sp|P28838|AMPL_HUMAN	LAP3	9.41437	9.77349	9.11314	9.70445	9.99182	9.44687	8.96876	9.74545	10.0219	9.90683	9.8635	10.0259	10.1951	10.6164	10.5028	11.0163	10.3295	10.3038	10.44	10.6198
sp|Q99459|CDC5L_HUMAN	CDC5L	9.69497	9.81181	9.074	10.146	9.73316	10.4314	8.90487	9.82961	9.55154	9.60035	9.84987	10.4694	10.2815	10.4292	9.88413	10.0002	9.74012	10.7259	10.7571	11.0848
sp|P30566|PUR8_HUMAN	ADSL	10.9914	10.1529	10.3445	9.71461	8.82593	9.4367	8.74713	9.28957	8.35739	8.98007	10.3285	9.02498	12.7915	11.3659	11.1583	10.7172	9.84323	9.25499	10.5206	10.1547
sp|O75533|SF3B1_HUMAN	SF3B1	9.97442	10.0845	9.80212	9.48213	9.72227	9.53012	9.05526	9.88261	10.0215	9.85913	9.91957	9.84849	9.60578	10.2059	10.007	10.4584	10.4779	10.5184	10.567	10.9774
sp|Q9UBS0|KS6B2_HUMAN	RPS6KB2	10.4572	8.57652	9.80213	11.581	10.1798	10.8974	8.63515	8.80459	10.3822	10.3207	8.82771	9.95316	9.08878	9.96004	10.6961	10.7567	10.0828	10.0545	10.24	10.7035
sp|P31751|AKT2_HUMAN	AKT2	10.1001	9.92911	10.3664	8.6187	9.5612	9.83579	9.52707	9.38649	9.90261	9.92712	10.7702	8.9894	9.85883	9.95548	9.10631	10.5157	10.6759	10.2539	11.0195	11.7002
sp|P31749|AKT1_HUMAN	AKT1	10.139	9.90954	11.3067	8.61222	9.55886	9.49682	9.97183	9.36326	10.048	10.1439	10.2845	9.32336	8.95094	10.08	10.0763	9.8972	10.733	10.9399	11.1218	10.0429
sp|Q9Y243|AKT3_HUMAN	AKT3	9.66225	10.6253	10.2587	10.6713	10.0951	8.65398	10.2581	8.60314	10.7321	10.9232	9.97711	8.99571	9.73643	7.85923	8.66227	9.75127	11.4112	10.3012	11.2295	11.5928
sp|P23443|KS6B1_HUMAN	RPS6KB1	9.38143	9.49493	9.63992	11.2184	9.75516	9.5274	9.2697	10.413	10.339	9.90928	9.99896	9.6486	9.44871	9.82029	9.415	9.93847	11.5829	10.7409	10.2691	10.1889
sp|Q8IUD2|RB6I2_HUMAN	ERC1	9.94772	9.92962	9.87323	10.7319	10.0023	10.3492	9.6472	10.7593	10.2323	10.0855	9.77518	9.85938	9.74327	9.68587	9.85674	10.1133	10.1051	9.91908	9.66002	9.72372
sp|Q9BW92|SYTM_HUMAN	TARS2	9.1489	9.81343	9.39219	8.88839	9.42813	8.7766	8.73059	8.77523	10.2564	10.0557	10.3441	9.47397	10.5547	11.3843	11.2569	11.6391	10.2284	10.3534	10.8636	10.6359
sp|Q13144|EI2BE_HUMAN	EIF2B5	9.61398	9.83214	10.924	9.36872	9.89492	10.4086	10.9741	9.82848	10.7559	9.58918	9.83592	10.1928	9.93958	9.47387	10.3399	10.1775	10.8823	9.60953	9.5379	8.82069
sp|O75446|SAP30_HUMAN	SAP30	9.32382	9.93929	10.4561	9.33394	8.94033	10.4297	9.09591	8.60595	9.49587	9.51805	9.07395	10.6504	9.45416	10.1763	9.52188	9.75124	12.1951	10.5274	11.4529	12.0577
sp|P48740-2|MASP1_HUMAN	MASP1	11.0539	10.9426	14.6007	14.4954	9.28545	10.3657	10.3239	9.46135	8.36904	7.41034	9.89548	8.40433	13.9439	12.7009	12.0164	10.3668	8.64646	7.28178	5.37197	5.06382
sp|Q9BQ69|MACD1_HUMAN	MACROD1	9.48899	9.966	9.22846	9.12	10.315	9.8075	8.76475	8.87634	9.93147	10.1619	9.75799	8.69333	9.92075	10.5917	10.5672	11.7343	9.00772	10.809	10.9342	12.3234
sp|P20618|PSB1_HUMAN	PSMB1	9.85917	10.1276	10.0706	9.31991	10.3911	10.0007	9.22823	9.28841	10.1832	9.57155	9.31796	9.97083	9.43641	9.68868	10.9206	10.6659	10.0355	10.7061	10.5187	10.6988
sp|O00628|PEX7_HUMAN	PEX7	9.62743	9.38388	0	0	12.0322	9.19681	0	0	9.30617	10.5247	0	0	10.8281	10.1991	0	0	9.5241	9.37755	0	0
sp|O14976|GAK_HUMAN	GAK	9.92987	10.0836	9.68784	10.4479	10.156	10.9173	10.058	10.3285	9.9737	9.59867	10.3746	9.67676	9.66808	9.87878	9.5906	9.28079	9.60427	10.1897	10.3013	10.2538
sp|O60313-2|OPA1_HUMAN	OPA1	9.0862	9.49211	9.111	9.17711	9.25073	9.30399	8.95776	9.12381	9.7919	9.9755	9.86343	10.2343	10.9756	11.7515	11.284	11.3868	10.2522	10.1204	10.5091	10.3527
sp|Q9BZE9-2|ASPC1_HUMAN	ASPSCR1	9.46352	10.8647	9.11038	10.4841	9.60762	9.71592	9.48947	9.74608	9.4529	9.6233	9.48381	10.153	10.6447	10.5871	10.3373	10.881	10.1446	9.89559	10.2276	10.0872
sp|Q9Y520-7|PRC2C_HUMAN	PRRC2C	9.55765	10.479	10.1214	10.6257	10.158	10.186	10.2598	10.6751	9.87092	9.67494	9.81086	10.5582	9.78697	10.398	10.0231	9.75897	9.95312	9.93555	9.16448	9.00237
sp|Q5JSZ5|PRC2B_HUMAN	PRRC2B	10.0334	10.4255	10.3961	10.9527	10.7025	10.5276	10.7592	10.6995	10.3405	9.8796	10.2932	10.6648	9.80697	9.81023	8.34091	8.3524	9.03447	9.4392	9.74832	9.79294
sp|P48634|PRC2A_HUMAN	PRRC2A	9.98235	10.2963	10.2126	10.7658	10.7677	10.4526	9.95915	10.5033	10.3874	9.86901	10.7092	10.4654	9.49241	9.55351	9.40207	9.05258	9.56592	9.63296	9.4737	9.4562
sp|Q5T013|HYI_HUMAN	HYI	9.84398	12.2059	10.0637	8.37785	7.52885	10.4461	8.74103	8.55144	9.82948	10.8546	9.30553	10.2172	7.59003	9.8595	11.1984	10.5786	8.25788	13.5837	11.6474	11.3188
sp|Q9HD40|SPCS_HUMAN	SEPSECS	9.31581	10.009	9.56789	9.30479	10.1958	9.71719	9.56834	8.87837	9.21866	9.64081	9.63327	8.99645	9.99186	10.5374	10.4649	11.313	10.7781	10.5953	10.8104	11.4626
sp|Q9Y3D6|FIS1_HUMAN	FIS1	10.6847	8.50689	9.24588	8.61346	8.99232	7.87544	9.00851	8.89258	9.22544	12.2865	9.96825	9.28847	13.0569	9.89051	11.1453	11.0507	9.64231	9.83896	11.5867	11.2002
sp|Q5T653|RM02_HUMAN	MRPL2	9.68266	9.64574	9.99069	9.86465	9.87104	9.1259	10.3869	10.0792	10.47	10.0763	9.94	10.7194	10.5847	10.0907	9.83089	8.99802	10.2867	10.1663	9.92716	10.2631
sp|Q8IUC4|RHPN2_HUMAN	RHPN2	10.4625	10.7552	10.7021	10.8446	8.98244	9.52602	10.1191	10.2808	10.3472	9.50244	9.85994	9.64682	10.0541	11.5099	11.4104	10.5488	9.21031	9.65002	8.31112	8.27623
sp|P05386|RLA1_HUMAN	RPLP1	10.9697	10.4491	8.83157	11.6158	10.3778	9.91023	11.5808	11.2467	9.46087	10.8519	11.169	10.8286	9.25756	10.2872	7.49309	7.15743	10.5065	7.92915	9.90256	10.1745
sp|Q96SB3|NEB2_HUMAN	PPP1R9B	10.4043	10.6523	9.62629	9.92163	10.1556	10.0389	10.6178	9.78843	9.86667	10.3165	11.1428	10.1995	9.67223	9.54451	10.0066	9.34381	9.46179	9.88713	9.8113	9.54177
sp|Q9ULJ8-3|NEB1_HUMAN	PPP1R9A	10.3277	10.353	10.016	10.0105	10.1011	10.3777	10.4021	10.1087	10.071	9.77106	9.96233	10.0528	9.57453	10.0769	9.1924	9.54733	10.0117	9.33541	10.7158	9.99194
sp|Q96IZ0|PAWR_HUMAN	PAWR	9.91657	10.4876	9.96489	10.5927	9.91512	10.3286	9.89544	10.4033	9.76918	9.01515	9.99763	9.31702	11.4293	10.2345	10.5025	9.9125	9.06456	9.83942	9.92287	9.49112
sp|P98160|PGBM_HUMAN	HSPG2	10.0121	9.77549	9.70183	10.1112	9.94487	10.0496	9.79339	10.2952	10.9	10.495	9.46026	9.85527	8.38481	8.59478	8.71227	8.64091	10.6914	11.1519	11.6457	11.784
sp|Q9Y230|RUVB2_HUMAN	RUVBL2	9.99695	9.74368	9.82104	9.89365	9.48335	9.80761	9.49919	9.87067	9.07475	9.73746	9.89805	9.42454	11.1909	10.9286	10.5744	10.5072	10.1137	9.923	10.225	10.2863
sp|B0YJ81|HACD1_HUMAN	PTPLA	10.071	8.94594	8.03617	11.8084	10.3918	9.16895	9.72938	11.2708	10.792	10.5084	10.7319	10.7531	8.82216	10.1508	8.45361	9.2888	10.3625	10.7864	9.3415	10.5864
sp|Q9H0N5|PHS2_HUMAN	PCBD2	10.5916	9.32077	8.61973	10.5307	8.56912	8.7026	7.73917	9.93219	9.29145	10.4018	10.2136	10.5477	12.0367	12.1275	10.5848	11.4927	10.3886	8.56993	9.63519	10.7043
sp|P61457|PHS_HUMAN	PCBD1	10.8023	10.1421	10.0339	9.90369	9.66262	9.96896	10.2484	9.54559	9.44063	10.4673	10.8372	9.01663	11.291	10.5834	11.0033	9.89889	8.8582	8.78349	9.82852	9.68377
sp|P33316|DUT_HUMAN	DUT	8.70811	9.39217	8.30164	8.77457	9.56055	8.66635	8.89584	9.74863	9.40685	9.42981	9.44771	9.2768	10.4607	11.896	11.2951	10.7778	11.1772	11.3023	11.6371	11.8448
sp|Q8IWX7|UN45B_HUMAN	UNC45B	10.2822	9.83548	10.1186	10.0654	9.05201	9.56302	9.80325	9.40425	8.3567	9.53729	9.81968	9.03872	12.6863	11.0087	10.6757	10.713	9.74982	9.92846	10.1265	10.2349
sp|Q9H444|CHM4B_HUMAN	CHMP4B	9.89417	10.4788	11.2917	10.188	9.07738	9.13891	9.69338	10.023	8.77442	12.7112	10.0827	11.3177	9.60759	9.32569	10.8411	10.3243	9.82858	11.1632	8.16385	8.07434
sp|Q96CF2|CHM4C_HUMAN	CHMP4C	0	0	11.418	9.87196	0	0	10.8681	9.56914	0	0	10.3595	9.23436	0	0	9.40498	12.3554	0	0	8.12617	8.79243
sp|O14646|CHD1_HUMAN	CHD1	9.73561	7.38178	9.48113	11.9997	11.1475	9.9637	9.01593	8.66667	9.86552	11.2483	10.5975	9.63468	9.7931	10.0095	8.92816	8.38242	11.0304	9.8247	12.2438	11.05
sp|O14647|CHD2_HUMAN	CHD2	10.4609	10.4188	9.90206	10.4035	9.61552	9.69046	9.25954	9.60417	9.44237	9.29718	9.92067	9.70355	9.54944	10.1206	10.0092	9.99413	11.0929	10.3119	10.2862	10.9169
sp|P13591|NCAM1_HUMAN	NCAM1	10.7596	11.6835	11.3484	10.7842	10.1154	10.2606	10.5716	10.1454	10.2085	10.0476	9.35726	9.927	8.70913	8.61879	8.99748	8.90619	9.91566	9.68124	9.84307	10.1194
sp|P13591-3|NCAM1_HUMAN	NCAM1	10.0576	12.3155	11.6552	14.2555	10.1335	11.1243	11.6572	10.9034	9.87302	11.6461	8.22643	9.63359	7.84346	7.93593	7.72507	8.58294	8.9634	10.1072	8.85058	8.51008
sp|Q8WZA9|IRGQ_HUMAN	IRGQ	11.0546	11.0774	10.516	12.0374	9.82679	10.4945	11.5956	10.9259	8.54102	8.26359	10.2573	9.34064	10.5379	10.3987	9.05124	8.2721	10.6472	9.1583	9.15967	8.84414
sp|Q15833|STXB2_HUMAN	STXBP2	10.6573	10.8884	10.0397	11.5948	10.0084	9.76615	10.1819	10.843	9.09023	10.0328	9.88701	10.9082	9.97079	9.2559	8.70125	8.53642	10.3539	9.97614	9.93011	9.37758
sp|P61764-2|STXB1_HUMAN	STXBP1	9.44493	9.42069	10.2114	9.11895	9.74741	9.01251	9.1896	9.0347	10.7803	10.0182	9.96322	9.19566	9.96656	10.2475	10.5678	11.5569	10.5975	10.7645	10.7451	10.4166
sp|Q9UQ80|PA2G4_HUMAN	PA2G4	10.5527	9.82643	10.4317	10.8264	10.077	10.1765	9.96329	10.2151	9.34376	9.72524	9.60953	10.347	11.429	10.6741	10.2429	10.2716	9.15607	9.03909	9.07754	9.01487
sp|O95613|PCNT_HUMAN	PCNT	9.39739	9.37578	7.87884	10.0786	9.68019	9.7221	8.52803	10.1595	9.61355	10.4181	10.0904	10.1673	9.0036	9.38403	8.23544	8.44465	11.4889	11.9164	12.4105	14.0066
sp|O95202|LETM1_HUMAN	LETM1	9.38407	9.13857	8.7538	9.54312	8.49488	9.09078	9.09784	9.36594	8.56266	11.2803	9.90359	10.1158	12.7366	10.2273	10.3765	10.9839	10.1846	10.9003	10.8708	10.9887
sp|P78371|TCPB_HUMAN	CCT2	10.3526	10.0797	9.81185	10.7454	9.48466	9.76391	10.1925	10.1473	8.6907	9.45962	9.45118	9.6016	11.3979	10.6608	10.3017	10.2134	10.1433	9.96687	9.67354	9.86151
sp|Q9BYJ9|YTHD1_HUMAN	YTHDF1	10.3571	9.9649	9.28776	10.4619	7.6607	10.0701	10.0831	10.2396	10.1986	10.6033	11.0763	9.40149	10.7949	9.02299	9.6761	9.79597	10.8298	10.4976	10.0129	9.96494
sp|Q7Z739|YTHD3_HUMAN	YTHDF3	10.0003	10.4288	9.75417	10.7439	10.392	10.7395	10.2952	11.0746	10.458	9.68328	9.43403	10.5365	9.43256	10.2548	9.87454	10.7137	9.38961	9.2211	8.4853	9.08816
sp|Q9Y5A9|YTHD2_HUMAN	YTHDF2	9.62768	10.0985	9.28979	12.6515	10.1046	10.3616	9.72044	10.6491	9.65502	9.26705	9.53826	10.1434	10.1725	10.7749	10.302	9.13161	10.2484	9.68967	9.67381	8.90012
sp|P04049-2|RAF1_HUMAN	RAF1	9.95297	9.73636	9.61287	9.10969	9.64602	9.46338	9.22625	9.29272	10.55	9.77233	10.063	9.889	9.2268	9.07285	9.86452	10.0895	11.5719	11.0074	10.963	11.8894
sp|P10398|ARAF_HUMAN	ARAF	9.77767	9.35148	8.2754	11.2011	9.9218	9.42176	9.2152	11.4746	9.42915	10.2782	9.88334	9.12951	10.2352	10.185	9.64851	9.79672	10.8866	10.5132	11.0234	10.3522
sp|P15056|BRAF_HUMAN	BRAF	9.65917	9.08316	10.3636	9.69596	10.9031	10.5712	9.98985	9.41162	10.8513	9.84082	10.2649	9.46176	9.21906	9.82191	9.93997	9.53267	10.0878	9.96246	10.2299	11.1097
sp|P52179|MYOM1_HUMAN	MYOM1	11.4881	9.97933	11.3048	11.6187	11.0259	12.0545	13.5379	11.963	11.7131	10.8061	10.7801	10.7094	8.44063	6.86352	7.2088	6.24503	8.58554	9.04327	8.24961	8.38273
sp|Q2TAY7|SMU1_HUMAN	SMU1	9.83795	9.8224	9.71065	8.6974	9.79926	9.46394	8.82432	9.47209	9.85383	9.9605	10.6904	9.81592	9.85611	10.5536	10.1525	10.4574	10.6302	10.2222	11.1744	11.0049
sp|Q9UI10-2|EI2BD_HUMAN	EIF2B4	9.70881	9.66648	9.87652	10.0024	10.2655	10.8017	11.3344	9.91809	9.90121	10.0056	10.1962	9.44473	9.65776	10.0397	9.65325	9.82312	10.3532	9.59999	9.61667	10.1345
sp|Q9UI10|EI2BD_HUMAN	EIF2B4	10.0502	7.73724	0	0	11.0974	12.0692	0	0	12.8665	8.71062	0	0	9.15211	10.2791	0	0	8.52621	9.51138	0	0
sp|Q92804|RBP56_HUMAN	TAF15	9.6909	10.1835	9.56468	9.98207	10.0826	9.08599	8.97783	9.8149	9.46863	9.55501	9.52648	9.92528	9.93862	10.626	10.1006	9.83909	10.9268	10.4419	11.2032	11.0659
sp|P35637|FUS_HUMAN	FUS	9.44462	10.0823	10.1342	9.35613	9.95419	11.9281	8.85337	9.45944	9.26038	9.79838	9.45417	10.9283	11.7115	10.1185	10.6945	9.76587	8.89383	8.80813	11.19	10.1641
sp|Q9UHB9|SRP68_HUMAN	SRP68	10.4338	10.2202	9.35632	10.7094	9.70372	10.154	10.2774	10.4327	9.42241	10.003	10.5328	10.434	11.0525	10.1747	10.3372	10.15	8.74611	10.0896	8.43457	9.33558
sp|Q6ZMI0|PPR21_HUMAN	PPP1R21	10.4577	9.60812	9.38508	10.8158	9.25272	10.2142	9.30422	10.0153	9.28651	10.544	10.1678	10.2952	10.9593	8.97958	9.24211	9.85699	10.162	10.536	10.6984	10.2191
sp|Q9UHW9|S12A6_HUMAN	SLC12A6	8.85201	8.83625	9.0799	9.43714	10.2045	10.4496	9.85273	9.87252	10.3521	10.6204	10.2276	10.0988	9.14682	9.46637	8.62525	10.089	11.1941	10.8778	11.1387	11.5783
sp|Q9UP95|S12A4_HUMAN	SLC12A4	9.56608	10.004	10.5551	9.95713	10.0577	10.2395	11.5203	9.89656	9.78479	9.35726	9.80226	9.57623	10.1609	10.3972	9.66172	10.0714	10.3344	10.0982	9.45892	9.50035
sp|Q9Y666|S12A7_HUMAN	SLC12A7	10.7439	11.4582	10.1127	10.0786	11.7327	11.415	11.2939	11.7705	9.85816	9.47998	10.9026	10.888	7.76977	8.22384	7.66699	8.16964	9.7996	9.51888	9.48573	9.6314
sp|P07741|APT_HUMAN	APRT	10.4072	10.4119	9.23682	9.78921	10.0661	9.81761	9.65128	9.44543	9.67618	9.73776	9.56493	9.79899	10.4049	9.69645	10.3529	10.205	9.96398	9.81791	10.8915	11.0639
sp|Q9Y2W6|TDRKH_HUMAN	TDRKH	8.26532	8.58973	8.57223	9.19866	9.01735	8.43855	9.25142	9.29281	11.2584	10.3873	10.8616	10.4767	10.7807	10.8253	11.1545	9.37252	11.6925	10.7448	11.3301	10.4894
sp|O43432-3|IF4G3_HUMAN	EIF4G3	10.4227	10.3395	9.97755	10.2345	9.89744	10.1473	10.6167	10.3485	9.70206	9.56011	10.1981	10.1811	9.7878	9.40569	9.60907	9.32562	10.4815	10.2558	9.89876	9.61014
sp|Q04637-9|IF4G1_HUMAN	EIF4G1	10.2503	10.067	10.227	10.9585	10.4277	10.7655	10.8843	11.0872	10.0967	9.67402	10.74	10.4161	10.0673	9.93513	9.30224	8.90893	9.46028	9.25604	8.77805	8.69782
sp|Q08J23|NSUN2_HUMAN	NSUN2	9.54721	9.30142	9.23471	9.65723	9.70693	9.91472	9.32856	10.0858	9.85809	9.79013	9.96532	10.1958	10.5158	10.3991	9.8156	10.0148	10.3708	10.5958	11.0861	10.616
sp|P48506|GSH1_HUMAN	GCLC	9.5973	10.0138	10.095	9.05065	9.83171	9.99575	9.98318	9.09572	9.64127	9.56959	9.60742	8.66846	10.4141	10.8153	11.3944	10.6588	9.77989	10.3413	10.93	10.5163
sp|Q7Z6B0|CCD91_HUMAN	CCDC91	10.2089	10.9281	9.48745	11.4135	9.5844	10.1448	9.55989	10.5447	10.4663	9.88754	9.6225	10.81	9.56928	10.0791	9.7727	10.2243	9.9626	9.16905	9.0784	9.48661
sp|Q15075|EEA1_HUMAN	EEA1	10.2798	10.1656	9.64697	10.7749	9.65173	9.78285	9.64151	10.2006	9.50502	9.60848	9.82037	10.2584	10.1481	10.3998	9.97341	9.93193	10.3572	10.1014	9.83189	9.91995
sp|Q7Z406-6|MYH14_HUMAN	MYH14	9.90546	10.1924	9.70645	10.4224	10.1199	10.3086	9.65436	9.86197	9.68637	9.96055	10.4545	9.85699	10.4197	10.5877	10.1763	10.3998	9.30625	9.51316	9.68766	9.77956
sp|A7E2Y1|MYH7B_HUMAN	MYH7B	10.9682	10.0205	10.9184	11.7407	9.91846	10.8025	11.9766	11.5502	11.6796	10.8935	10.1964	11.9969	8.98854	7.75826	7.61909	6.93819	9.38268	9.58787	8.36224	8.70129
sp|P35580-4|MYH10_HUMAN	MYH10	10.0067	10.0854	9.96942	10.8368	10.0099	10.1385	9.78497	10.6539	9.66707	9.60508	10.1289	10.5026	9.93576	10.2543	9.5109	9.54443	10.1583	10.139	9.34239	9.72572
sp|P35579|MYH9_HUMAN	MYH9	9.71869	9.44435	10.088	11.0206	10.0036	10.612	10.5388	11.1594	9.89648	9.42072	9.91452	10.1302	10.9617	10.381	9.52404	9.26555	9.77375	9.78766	9.08569	9.2731
sp|Q9UKX2|MYH2_HUMAN	MYH2	11.3904	10.1532	10.4423	11.5032	10.4111	11.6781	12.4902	11.6791	11.8568	10.928	11.4401	10.8602	8.66102	7.14352	7.09411	6.7536	8.62356	9.1543	8.57566	9.16158
sp|P11055|MYH3_HUMAN	MYH3	11.4045	10.9256	10.7055	13.5021	9.44126	12.3394	13.4091	13.0802	11.3206	11.1244	9.91685	11.4156	9.23787	7.30518	6.48364	6.3443	8.16208	8.73898	7.26037	7.88247
sp|P12882|MYH1_HUMAN	MYH1	8.74618	7.36507	11.1788	13.016	11.5474	8.50288	13.6366	11.4936	13.9357	13.3388	12.6784	10.0339	9.6513	7.12725	7.17302	6.76087	10.5272	9.25826	6.95096	7.07774
sp|P13533|MYH6_HUMAN	MYH6	10.935	10.3812	10.4309	11.2745	10.4621	11.5012	11.7063	11.8804	11.3291	10.8201	10.9266	11.6107	8.49433	7.59397	7.41991	6.90585	8.91991	9.56314	8.72419	9.1207
sp|Q9Y623|MYH4_HUMAN	MYH4	10.6433	10.8656	10.6329	10.9292	10.3319	10.9716	11.6982	11.0234	11.1737	10.6371	12.1914	10.9685	8.39539	8.01555	8.07087	6.22022	9.33957	9.62627	9.64535	8.62
sp|Q9UKX3|MYH13_HUMAN	MYH13	9.9095	7.39648	11.0158	12.0584	9.45253	10.3442	11.8575	11.5402	13.3723	13.351	10.3472	11.312	10.7329	6.77026	8.14525	6.853	10.0869	8.58399	9.75865	7.11197
sp|P12883|MYH7_HUMAN	MYH7	11.8287	9.6242	12.4826	12.5626	10.815	13.4066	18.5424	11.9644	12.4578	11.5409	9.81551	9.71982	8.50832	5.77445	6.04029	5.11392	7.20571	8.83829	6.77828	6.98029
sp|P35749-2|MYH11_HUMAN	MYH11	10.887	10.6561	10.0717	12.2177	9.76708	10.6691	10.6407	11.8618	9.87636	9.45828	9.56074	10.7387	10.0354	10.0356	8.43739	9.86789	9.43806	9.17709	7.66489	8.93849
