,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Cleaned Gene Symbols
19724,ILMN_1254199,0.9127,0.39763177,0.878,-5.61359,0.068,Gaa,"glucosidase, alpha, acid",GAA
7331,ILMN_1222009,0.7755,0.12560081,-1.65,-4.753419999999999,-0.10800000000000001,Gab1,growth factor receptor bound protein 2-associated protein 1,GAB1
6810,ILMN_2758440,0.7616,0.11460731,-1.71,-4.67821,-0.062,Gab2,growth factor receptor bound protein 2-associated protein 2,GAB2
44861,ILMN_1251333,1.0,1.0,-3.33e-14,-5.994,-3.55e-15,Gabarap,gamma-aminobutyric acid receptor associated protein,GABARAP
9850,ILMN_2680745,0.8252,0.17951477,-1.43,-5.0395199999999996,-0.058,Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",GABBR1
4049,ILMN_1252392,0.6562,0.05868874,2.1,-4.112369999999999,0.106,Gabpa,"GA repeat binding protein, alpha",GABPA
910,ILMN_1237870,0.335,0.00674013,-3.29,-2.18801,-0.166,Gabra4,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4",GABRA4
23214,ILMN_2522055,0.935,0.47942276,-0.731,-5.72788,-0.034,Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",GABRB2
32912,ILMN_1255861,0.972,0.70681415,-0.386,-5.91864,-0.018,Gabrb3,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 3",GABRB3
10794,ILMN_2947568,0.8371,0.19961384,-1.36,-5.12193,-0.196,Gadd45a,growth arrest and DNA-damage-inducible 45 alpha,GADD45A
5500,ILMN_2900653,0.725,0.08809396,1.86,-4.45886,0.21,Gadd45b,growth arrest and DNA-damage-inducible 45 beta,GADD45B
545,ILMN_2744890,0.2468,0.00297924,3.75,-1.45232,0.302,Gadd45g,growth arrest and DNA-damage-inducible 45 gamma,GADD45G
2483,ILMN_2830860,0.5421,0.02974633,-2.48,-3.5178800000000003,-0.174,Gadd45gip1,"growth arrest and DNA-damage-inducible, gamma interacting protein 1",GADD45GIP1
20041,ILMN_2761542,0.9152,0.4051218,0.8640000000000001,-5.62547,0.028,Gak,cyclin G associated kinase,GAK
27362,ILMN_1252690,0.9551,0.57720941,-0.574,-5.82855,-0.026,Galc,galactosylceramidase,GALC
22224,ILMN_2683811,0.9274,0.45519972,0.773,-5.6973400000000005,0.04,Gale,"galactose-4-epimerase, UDP",GALE
8394,ILMN_2721360,0.7996,0.14830026,-1.55,-4.88802,-0.152,Galk1,galactokinase 1,GALK1
17516,ILMN_2687156,0.9009999999999999,0.34872226,-0.977,-5.5273699999999995,-0.096,Galm,galactose mutarotase,GALM
3381,ILMN_2750011,0.6232,0.04654972,-2.23,-3.9113599999999997,-0.114,Galnt10,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10,GALNT10
2311,ILMN_2700400,0.5228,0.02670171,-2.54,-3.42222,-0.152,Galnt11,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11,GALNT11
29082,ILMN_2711034,0.9593,0.61615191,0.515,-5.860180000000001,0.018,Galnt13,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13,GALNT13
11531,ILMN_1237583,0.8459,0.21549311,-1.31,-5.1805,-0.078,Galnt16,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 16,GALNT16
15189,ILMN_1246015,0.8828,0.29618138,1.09,-5.41447,0.086,Galnt18,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 18,GALNT18
3099,ILMN_1240257,0.604,0.04135252,-2.3,-3.8079199999999997,-0.126,Galnt2,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2,GALNT2
26855,ILMN_1240046,0.9522,0.56484126,0.593,-5.81759,0.02,Galnt5,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5,GALNT5
32833,ILMN_1222366,0.9719,0.704756,-0.38799999999999996,-5.91752,-0.018,Galnt7,UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7,GALNT7
136,ILMN_2677567,0.1297,0.00039253,-4.93,0.35073000000000004,-0.298,Galt,galactose-1-phosphate uridyl transferase,GALT
41837,ILMN_2815506,0.9921,0.91754443,-0.106,-5.98829,-0.008,Gamt,guanidinoacetate methyltransferase,GAMT
7918,ILMN_2940440,0.7884,0.13791598,1.59,-4.8295,0.10800000000000001,Ganab,alpha glucosidase 2 alpha neutral subunit,GANAB
7138,ILMN_1377924,0.77,0.12139598,1.67,-4.7255400000000005,0.08,Gapdh,glyceraldehyde-3-phosphate dehydrogenase,GAPDH
11357,ILMN_1226280,0.8426,0.21139088,-1.32,-5.16587,-0.088,Gar1,GAR1 ribonucleoprotein,GAR1
7633,ILMN_2450786,0.7793,0.13141287,-1.62,-4.7903,-0.06,Gars,glycyl-tRNA synthetase,GARS
28823,ILMN_1225563,0.9585,0.61026463,-0.524,-5.85567,-0.018,Gas2,growth arrest specific 2,GAS2
3786,ILMN_3123759,0.6442,0.05389781,2.15,-4.03874,0.098,Gas2l1,growth arrest-specific 2 like 1,GAS2L1
28692,ILMN_2468473,0.9578,0.60695565,-0.529,-5.85309,-0.062,Gas7,growth arrest specific 7,GAS7
28799,ILMN_1239092,0.9582,0.60947111,0.525,-5.85506,0.032,Gas8,growth arrest specific 8,GAS8
34286,ILMN_2817903,0.9775,0.74029136,-0.34,-5.93547,-0.032,Gata4,GATA binding protein 4,GATA4
41387,ILMN_2596855,0.9915,0.90636627,-0.12,-5.98663,-0.006,Gata5,GATA binding protein 5,GATA5
26032,ILMN_1255968,0.9484,0.54547596,0.623,-5.79946,0.06,Gata6,GATA binding protein 6,GATA6
4031,ILMN_1251852,0.6544,0.05829991,-2.1,-4.10663,-0.212,Gatad2b,GATA zinc finger domain containing 2B,GATAD2B
3292,ILMN_2807665,0.6142,0.04470377,-2.25,-3.87606,-0.126,Gatc,"glutamyl-tRNA(Gln) amidotransferase, subunit C",GATC
41028,ILMN_2736337,0.9911,0.89808459,-0.131,-5.98526,-0.006,Gatm,glycine amidinotransferase (L-arginine:glycine amidinotransferase),GATM
26686,ILMN_2900042,0.9515,0.56086663,-0.599,-5.81396,-0.032,Gba2,glucosidase beta 2,GBA2
10850,ILMN_2703585,0.8381,0.20092546,-1.36,-5.1269800000000005,-0.282,Gbas,glioblastoma amplified sequence,GBAS
5679,ILMN_2592690,0.7326,0.09189925,-1.84,-4.49442,-0.062,Gbe1,"glucan (1,4-alpha-), branching enzyme 1",GBE1
1126,ILMN_3122961,0.381,0.00950345,3.11,-2.49756,0.6659999999999999,Gbp2,guanylate binding protein 2,GBP2
3818,ILMN_2733482,0.6457,0.05451912,-2.14,-4.0486699999999995,-0.192,Gca,grancalcin,GCA
1249,ILMN_1212649,0.4029,0.01112223,-3.02,-2.63909,-0.228,Gcc2,GRIP and coiled-coil domain containing 2,GCC2
28424,ILMN_3136542,0.9565,0.60045262,0.539,-5.84794,0.058,Gcdh,glutaryl-Coenzyme A dehydrogenase,GCDH
22296,ILMN_1224611,0.9279999999999999,0.45697932,0.77,-5.699669999999999,0.042,Gcfc2,GC-rich sequence DNA binding factor 2,GCFC2
27638,ILMN_2606295,0.9554,0.58344785,0.564,-5.8339099999999995,0.05,Gch1,GTP cyclohydrolase 1,GCH1
37187,ILMN_2655126,0.9837,0.80802968,0.249,-5.96255,0.018,Gchfr,GTP cyclohydrolase I feedback regulator,GCHFR
389,ILMN_2698004,0.2053,0.00176847,4.04,-0.98393,0.6920000000000001,Gck,glucokinase,GCK
4328,ILMN_2608016,0.6697,0.0640543,2.05,-4.18768,0.072,Gclc,"glutamate-cysteine ligase, catalytic subunit",GCLC
3019,ILMN_1256354,0.5987,0.039932300000000004,2.32,-3.7773,0.36200000000000004,Gclm,"glutamate-cysteine ligase, modifier subunit",GCLM
479,ILMN_1227951,0.231,0.00245946,3.86,-1.27991,0.486,Gcnt2,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme",GCNT2
11439,ILMN_2735940,0.8444,0.21337240000000002,-1.32,-5.17298,-0.068,Gdap1,ganglioside-induced differentiation-associated-protein 1,GDAP1
12895,ILMN_2610414,0.8599,0.24491876,-1.23,-5.276619999999999,-0.056,Gdap2,ganglioside-induced differentiation-associated-protein 2,GDAP2
18943,ILMN_1223036,0.9089,0.38030974,0.912,-5.58483,0.032,Gdf11,growth differentiation factor 11,GDF11
175,ILMN_2735350,0.1488,0.00058854,4.69,-0.0051600000000000005,0.982,Gdf15,growth differentiation factor 15,GDF15
3326,ILMN_2663449,0.6164,0.04529880000000001,2.24,-3.8876,0.072,Gdf6,growth differentiation factor 6,GDF6
28400,ILMN_1228316,0.9565,0.59998213,-0.539,-5.847569999999999,-0.05,Gdi1,guanosine diphosphate (GDP) dissociation inhibitor 1,GDI1
43781,ILMN_2650812,0.9935,0.96404116,-0.0461,-5.99292,-0.004,Gdi2,guanosine diphosphate (GDP) dissociation inhibitor 2,GDI2
628,ILMN_2683528,0.2577,0.00358039,-3.65,-1.61779,-0.33799999999999997,Gdpd1,glycerophosphodiester phosphodiesterase domain containing 1,GDPD1
34252,ILMN_2667181,0.977,0.73913282,0.341,-5.9349300000000005,0.012,Gem,GTP binding protein (gene overexpressed in skeletal muscle),GEM
21848,ILMN_1255390,0.9243,0.44613437,0.789,-5.68524,0.08,Gemin2,gem (nuclear organelle) associated protein 2,GEMIN2
2701,ILMN_2682362,0.5736,0.03423696,2.4,-3.64203,0.20199999999999999,Gemin4,gem (nuclear organelle) associated protein 4,GEMIN4
9187,ILMN_1214319,0.8159,0.16560168,1.48,-4.976,0.078,Gemin6,gem (nuclear organelle) associated protein 6,GEMIN6
14078,ILMN_1258727,0.8759999999999999,0.27244264,-1.15,-5.35465,-0.046,Gemin8,gem (nuclear organelle) associated protein 8,GEMIN8
45081,ILMN_2637939,1.0,1.0,0.0,-5.994,0.0,Gen1,"GEN1, Holliday junction 5' flap endonuclease",GEN1
4070,ILMN_1215847,0.6572,0.05908951,2.09,-4.11824,0.078,Gfap,glial fibrillary acidic protein,GFAP
1977,ILMN_1248254,0.4981,0.02177108,2.65,-3.2406900000000003,0.21600000000000003,Gfm1,"G elongation factor, mitochondrial 1",GFM1
3021,ILMN_2734855,0.5992,0.03999129,-2.31,-3.7785900000000003,-0.18,Gfm2,"G elongation factor, mitochondrial 2",GFM2
44427,ILMN_1236845,0.9937,0.97504824,-0.032,-5.99348,-0.002,Gfod2,glucose-fructose oxidoreductase domain containing 2,GFOD2
12184,ILMN_1214822,0.8540000000000001,0.22986363,1.27,-5.22928,0.2,Gfpt2,glutamine fructose-6-phosphate transaminase 2,GFPT2
18574,ILMN_2894943,0.9074,0.37240629,0.9279999999999999,-5.57109,0.064,Gga1,"golgi associated, gamma adaptin ear containing, ARF binding protein 1",GGA1
8595,ILMN_2705689,0.8057,0.15295732,1.53,-4.91279,0.096,Gga2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2",GGA2
9552,ILMN_1242273,0.8217,0.17335719,-1.45,-5.0121199999999995,-0.066,Gga3,"golgi associated, gamma adaptin ear containing, ARF binding protein 3",GGA3
7717,ILMN_2925895,0.7816,0.13325915,-1.62,-4.80165,-0.192,Ggact,gamma-glutamylamine cyclotransferase,GGACT
12876,ILMN_2864906,0.8596,0.24445502,-1.23,-5.2752099999999995,-0.07,Ggct,gamma-glutamyl cyclotransferase,GGCT
3587,ILMN_1232184,0.636,0.05043795,-2.18,-3.98118,-0.136,Ggcx,gamma-glutamyl carboxylase,GGCX
16938,ILMN_2975612,0.8962,0.33533683,-1.01,-5.5008300000000006,-0.044,Ggh,gamma-glutamyl hydrolase,GGH
22758,ILMN_2621613,0.9308,0.46786017,0.7509999999999999,-5.71362,0.04,Ggps1,geranylgeranyl diphosphate synthase 1,GGPS1
24148,ILMN_1213289,0.9399,0.50135298,-0.6940000000000001,-5.753430000000001,-0.03,Ggt7,gamma-glutamyltransferase 7,GGT7
7860,ILMN_1231264,0.7861,0.13647262,1.6,-4.8209800000000005,0.19,Ghitm,growth hormone inducible transmembrane protein,GHITM
1168,ILMN_1253504,0.3898,0.01006888,-3.07,-2.5495799999999997,-0.21,Ghr,growth hormone receptor,GHR
3425,ILMN_2730729,0.6273,0.04747004,2.22,-3.9284199999999996,0.13,Gid8,GID complex subunit 8,GID8
17672,ILMN_2433964,0.9013,0.35188969999999997,-0.97,-5.533440000000001,-0.11599999999999999,Gigyf1,GRB10 interacting GYF protein 1,GIGYF1
32801,ILMN_2661950,0.9716,0.70385961,-0.39,-5.91704,-0.036,Gins1,GINS complex subunit 1 (Psf1 homolog),GINS1
29299,ILMN_2589960,0.9609,0.62194677,-0.507,-5.86453,-0.028,Gins3,GINS complex subunit 3 (Psf3 homolog),GINS3
15781,ILMN_2694074,0.8887,0.30977404,-1.06,-5.44605,-0.10800000000000001,Gins4,GINS complex subunit 4 (Sld5 homolog),GINS4
18970,ILMN_1225966,0.9091,0.38089892,0.9109999999999999,-5.58584,0.062,Gipc1,"GIPC PDZ domain containing family, member 1",GIPC1
4313,ILMN_1248457,0.6679,0.06364563,2.05,-4.182180000000001,0.084,Gipr,gastric inhibitory polypeptide receptor,GIPR
33543,ILMN_2940541,0.9748,0.72222238,-0.364,-5.92668,-0.02,Git1,G protein-coupled receptor kinase-interactor 1,GIT1
973,ILMN_1251129,0.35200000000000004,0.00757339,3.23,-2.29307,0.20800000000000002,Git2,G protein-coupled receptor kinase-interactor 2,GIT2
1552,ILMN_1244291,0.4534,0.01555759,-2.84,-2.94037,-0.172,Gja1,"gap junction protein, alpha 1",GJA1
40083,ILMN_2632678,0.9895,0.87629357,-0.159,-5.98109,-0.008,Gja3,"gap junction protein, alpha 3",GJA3
9710,ILMN_2738638,0.8244,0.17696543,1.44,-5.02831,0.058,Gjd2,"gap junction protein, delta 2",GJD2
37346,ILMN_2682279,0.9839,0.81170024,0.244,-5.96376,0.062,Gkap1,G kinase anchoring protein 1,GKAP1
14640,ILMN_2626086,0.8795,0.28439447,1.12,-5.38555,0.04,Gla,"galactosidase, alpha",GLA
963,ILMN_1221935,0.3502,0.00745621,-3.24,-2.27902,-0.21600000000000003,Glb1,"galactosidase, beta 1",GLB1
6937,ILMN_3005546,0.7647,0.11716656,1.69,-4.69641,0.11800000000000001,Gle1,GLE1 RNA export mediator (yeast),GLE1
16325,ILMN_1253692,0.8926,0.32180959,-1.04,-5.47255,-0.056,Glg1,golgi apparatus protein 1,GLG1
3055,ILMN_2522863,0.6012,0.04061037,-2.31,-3.79205,-0.102,Gli2,GLI-Kruppel family member GLI2,GLI2
5147,ILMN_1215807,0.7071,0.08048744,1.92,-4.38256,0.192,Glipr1,GLI pathogenesis-related 1 (glioma),GLIPR1
14487,ILMN_2745305,0.8792,0.28140713,-1.13,-5.37798,-0.048,Glis2,GLIS family zinc finger 2,GLIS2
21659,ILMN_1220705,0.9239,0.44199305,-0.7959999999999999,-5.67959,-0.038,Glmn,"glomulin, FKBP associated protein",GLMN
9403,ILMN_2793281,0.8186,0.17002556,1.46,-4.99683,0.06,Glmp,glycosylated lysosomal membrane protein,GLMP
42847,ILMN_2667352,0.9935,0.94018839,-0.0767,-5.9910000000000005,-0.004,Glo1,glyoxalase 1,GLO1
34092,ILMN_1243609,0.9766,0.73537241,-0.34600000000000003,-5.93315,-0.014,Glod4,glyoxalase domain containing 4,GLOD4
18875,ILMN_1232399,0.9087,0.37890630000000003,0.915,-5.58242,0.03,Glrb,"glycine receptor, beta subunit",GLRB
1768,ILMN_2945348,0.4828,0.01887326,-2.73,-3.1132400000000002,-0.196,Glrx,glutaredoxin,GLRX
24365,ILMN_3023749,0.9411,0.50642058,-0.6859999999999999,-5.75908,-0.03,Glrx2,glutaredoxin 2 (thioltransferase),GLRX2
12358,ILMN_2925066,0.8566,0.23384501,1.26,-5.24215,0.048,Glrx3,glutaredoxin 3,GLRX3
11861,ILMN_1217767,0.851,0.22298381,1.29,-5.20639,0.09,Glrx5,glutaredoxin 5,GLRX5
38967,ILMN_1222199,0.988,0.85042622,0.193,-5.97505,0.008,Gls,glutaminase,GLS
13039,ILMN_2998630,0.8643,0.24894195,1.21,-5.28867,0.182,Glt8d1,glycosyltransferase 8 domain containing 1,GLT8D1
32192,ILMN_2971816,0.9697,0.68944931,-0.41,-5.90895,-0.044,Gltp,glycolipid transfer protein,GLTP
29855,ILMN_3080923,0.9632,0.63519164,0.48700000000000004,-5.874140000000001,0.02,Gltscr1,glioma tumor suppressor candidate region gene 1,GLTSCR1
24389,ILMN_2763739,0.9416,0.50719464,-0.685,-5.759930000000001,-0.056,Gltscr1l,GLTSCR1-like,GLTSCR1L
27943,ILMN_2635976,0.9558,0.58993791,0.5539999999999999,-5.83937,0.098,Gltscr2,glioma tumor suppressor candidate region gene 2,GLTSCR2
35706,ILMN_3070576,0.9793,0.7722585,-0.29600000000000004,-5.94937,-0.02,Glud1,glutamate dehydrogenase 1,GLUD1
3266,ILMN_2708095,0.6137,0.044326199999999996,-2.26,-3.86865,-0.096,Glyr1,glyoxylate reductase 1 homolog (Arabidopsis),GLYR1
12463,ILMN_2661971,0.8578,0.23612898,-1.25,-5.24942,-0.088,Gm2a,GM2 ganglioside activator protein,GM2A
7416,ILMN_3009951,0.7759,0.12710425,1.64,-4.76314,0.07,Gmcl1,"germ cell-less, spermatogenesis associated 1",GMCL1
34702,ILMN_1235072,0.9787,0.75036097,-0.326,-5.9400699999999995,-0.014,Gmeb2,glucocorticoid modulatory element binding protein 2,GMEB2
29104,ILMN_2756771,0.9596,0.61691134,0.514,-5.86076,0.028,Gmfb,"glia maturation factor, beta",GMFB
26391,ILMN_2697069,0.9494,0.55340822,0.61,-5.80703,0.036,Gmnn,geminin,GMNN
12776,ILMN_1232272,0.8594,0.24265543,1.23,-5.26973,0.09,Gmppa,GDP-mannose pyrophosphorylase A,GMPPA
14265,ILMN_2602581,0.8785,0.27686641,-1.14,-5.366280000000001,-0.07,Gmpr,guanosine monophosphate reductase,GMPR
43265,ILMN_1225161,0.9935,0.95503307,-0.0576,-5.9923,-0.004,Gmps,guanine monophosphate synthetase,GMPS
5527,ILMN_2751072,0.7279,0.08886584,-1.86,-4.4662,-0.106,Gna11,"guanine nucleotide binding protein, alpha 11",GNA11
31043,ILMN_2686393,0.9670000000000001,0.66313987,-0.447,-5.89295,-0.048,Gna12,"guanine nucleotide binding protein, alpha 12",GNA12
17359,ILMN_2522685,0.9,0.34512815,0.9840000000000001,-5.52038,0.034,Gnai1,"guanine nucleotide binding protein (G protein), alpha inhibiting 1",GNAI1
12680,ILMN_2418465,0.8591,0.24058813,1.24,-5.26337,0.106,Gnai2,"guanine nucleotide binding protein (G protein), alpha inhibiting 2",GNAI2
10977,ILMN_1240054,0.8382,0.20326237,-1.35,-5.13586,-0.052,Gnal,"guanine nucleotide binding protein, alpha stimulating, olfactory type",GNAL
8499,ILMN_2642907,0.8024,0.15062597,1.54,-4.9005,0.066,Gnao1,"guanine nucleotide binding protein, alpha O",GNAO1
458,ILMN_2658443,0.2226,0.00225612,-3.9,-1.20239,-0.214,Gnaq,"guanine nucleotide binding protein, alpha q polypeptide",GNAQ
3989,ILMN_2761847,0.6516,0.05744046,-2.11,-4.0938099999999995,-0.076,Gnas,"GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus",GNAS
33938,ILMN_3161289,0.9756,0.73122227,0.35200000000000004,-5.93114,0.02,Gnaz,"guanine nucleotide binding protein, alpha z subunit",GNAZ
32991,ILMN_2733852,0.9721,0.70830046,0.384,-5.91944,0.03,Gnb1,"guanine nucleotide binding protein (G protein), beta 1",GNB1
43741,ILMN_1221732,0.9935,0.96336719,0.0469,-5.99287,0.004,Gnb2,"guanine nucleotide binding protein (G protein), beta 2",GNB2
18803,ILMN_2726905,0.9084,0.37740484,-0.9179999999999999,-5.57982,-0.056,Gnb4,"guanine nucleotide binding protein (G protein), beta 4",GNB4
3113,ILMN_2672458,0.6045,0.04159638,-2.29,-3.8130699999999997,-0.10400000000000001,Gnb5,"guanine nucleotide binding protein (G protein), beta 5",GNB5
1029,ILMN_2682503,0.3633,0.00826552,3.18,-2.37187,0.184,Gne,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,GNE
11247,ILMN_1248949,0.8425,0.20931988,1.33,-5.15835,0.056,Gng12,"guanine nucleotide binding protein (G protein), gamma 12",GNG12
7259,ILMN_3103233,0.773,0.12399282,-1.66,-4.74288,-0.10800000000000001,Gng7,"guanine nucleotide binding protein (G protein), gamma 7",GNG7
14648,ILMN_1223648,0.8796,0.28461095,-1.12,-5.38609,-0.052,Gnl1,guanine nucleotide binding protein-like 1,GNL1
5181,ILMN_2770686,0.7087,0.08110603,1.91,-4.38905,0.294,Gnl2,guanine nucleotide binding protein-like 2 (nucleolar),GNL2
8980,ILMN_2673441,0.8114,0.16101439,-1.5,-4.95372,-0.086,Gnl3,guanine nucleotide binding protein-like 3 (nucleolar),GNL3
2204,ILMN_2605941,0.5133,0.02499756,-2.58,-3.36366,-0.15,Gnpat,glyceronephosphate O-acyltransferase,GNPAT
12114,ILMN_2737101,0.8534,0.22840723,-1.27,-5.2245,-0.114,Gnpda2,glucosamine-6-phosphate deaminase 2,GNPDA2
13011,ILMN_2641569,0.8635,0.24815698,1.22,-5.28634,0.054,Gnpnat1,glucosamine-phosphate N-acetyltransferase 1,GNPNAT1
38261,ILMN_2617865,0.986,0.83324509,0.215,-5.9703800000000005,0.02,Gnptg,"N-acetylglucosamine-1-phosphotransferase, gamma subunit",GNPTG
15420,ILMN_1231420,0.8849,0.30138854,-1.08,-5.42678,-0.204,Golga2,"golgi autoantigen, golgin subfamily a, 2",GOLGA2
10395,ILMN_1250865,0.8313,0.19099933,1.39,-5.08784,0.11199999999999999,Golga5,"golgi autoantigen, golgin subfamily a, 5",GOLGA5
23674,ILMN_3157764,0.9389,0.49093359,0.711,-5.74153,0.042,Golga7,"golgi autoantigen, golgin subfamily a, 7",GOLGA7
38915,ILMN_2742305,0.988,0.84944338,0.19399999999999998,-5.9748,0.018,Golgb1,"golgi autoantigen, golgin subfamily b, macrogolgin 1",GOLGB1
1320,ILMN_2765930,0.4115,0.01200557,-2.98,-2.70779,-0.132,Golph3,golgi phosphoprotein 3,GOLPH3
27066,ILMN_1235179,0.9535,0.56998863,-0.585,-5.82221,-0.036,Golph3l,golgi phosphoprotein 3-like,GOLPH3L
26986,ILMN_2774802,0.9527,0.56785001,0.588,-5.8203,0.02,Golt1b,golgi transport 1B,GOLT1B
15971,ILMN_1238680,0.8894,0.31390017,1.05,-5.45528,0.086,Gopc,golgi associated PDZ and coiled-coil motif containing,GOPC
5451,ILMN_2743991,0.7239,0.08716874,1.87,-4.44996,0.134,Gorab,"golgin, RAB6-interacting",GORAB
18268,ILMN_2884098,0.9064,0.36583587,-0.941,-5.55935,-0.056,Gorasp2,golgi reassembly stacking protein 2,GORASP2
546,ILMN_2698248,0.2468,0.00298113,3.75,-1.45289,0.14,Gosr1,golgi SNAP receptor complex member 1,GOSR1
2432,ILMN_1224380,0.54,0.02902859,2.49,-3.49626,0.1,Gosr2,golgi SNAP receptor complex member 2,GOSR2
4430,ILMN_1255041,0.6754,0.06611899,-2.03,-4.21491,-0.122,Got2,"glutamatic-oxaloacetic transaminase 2, mitochondrial",GOT2
16574,ILMN_2655954,0.8939,0.32725856,-1.02,-5.48413,-0.082,Gpam,"glycerol-3-phosphate acyltransferase, mitochondrial",GPAM
177,ILMN_1252335,0.1488,0.00059031,4.68,-0.0078,0.17600000000000002,Gpat4,glycerol-3-phosphate acyltransferase 4,GPAT4
20179,ILMN_2762189,0.9163,0.40837109,0.858,-5.63053,0.05,Gpatch1,G patch domain containing 1,GPATCH1
16834,ILMN_2511868,0.8962,0.33328478,-1.01,-5.49664,-0.052,Gpatch11,G patch domain containing 11,GPATCH11
3456,ILMN_2673628,0.6295,0.04806088,2.21,-3.93919,0.158,Gpatch2l,G patch domain containing 2 like,GPATCH2L
6131,ILMN_1219670,0.7419,0.10050491,1.79,-4.569319999999999,0.138,Gpatch4,G patch domain containing 4,GPATCH4
5149,ILMN_2856570,0.7071,0.08049198,1.92,-4.38261,0.11,Gpbp1,GC-rich promoter binding protein 1,GPBP1
18429,ILMN_2832979,0.9064,0.36897083,-0.935,-5.56498,-0.124,Gpc3,glypican 3,GPC3
17724,ILMN_1258035,0.9016,0.35297913,0.968,-5.53552,0.114,Gpc4,glypican 4,GPC4
14305,ILMN_1251682,0.8785,0.27767873,-1.14,-5.36839,-0.23,Gpcpd1,glycerophosphocholine phosphodiesterase 1,GPCPD1
14954,ILMN_2808811,0.8817,0.29149771,1.11,-5.40315,0.126,Gpd1,glycerol-3-phosphate dehydrogenase 1 (soluble),GPD1
1003,ILMN_1247257,0.3584,0.00794742,-3.2,-2.3365099999999996,-0.348,Gpd2,"glycerol phosphate dehydrogenase 2, mitochondrial",GPD2
1198,ILMN_2910995,0.3947,0.0104509,-3.05,-2.5830900000000003,-0.13,Gphn,gephyrin,GPHN
5979,ILMN_2728189,0.7387,0.09759364,1.8,-4.54478,0.084,Gpkow,G patch domain and KOW motifs,GPKOW
9433,ILMN_2673522,0.8191,0.17079843,1.46,-5.00041,0.09,Gpld1,glycosylphosphatidylinositol specific phospholipase D1,GPLD1
34316,ILMN_1234607,0.9775,0.74093891,0.33899999999999997,-5.93577,0.012,Gpn3,GPN-loop GTPase 3,GPN3
4414,ILMN_2648669,0.6735,0.06568818,2.03,-4.2093,0.284,Gpnmb,glycoprotein (transmembrane) nmb,GPNMB
19554,ILMN_1249644,0.9122,0.39398417,-0.8859999999999999,-5.60768,-0.038,Gpr1,G protein-coupled receptor 1,GPR1
13599,ILMN_1244835,0.8691,0.26113897,1.18,-5.32383,0.092,Gpr107,G protein-coupled receptor 107,GPR107
8247,ILMN_2618882,0.7946,0.14475788,1.56,-4.868580000000001,0.09,Gpr108,G protein-coupled receptor 108,GPR108
31628,ILMN_2659724,0.9672,0.6756354999999999,-0.429,-5.90075,-0.018,Gpr135,G protein-coupled receptor 135,GPR135
10038,ILMN_2426079,0.8277,0.18362492,1.41,-5.0572099999999995,0.07,Gpr137b,G protein-coupled receptor 137B,GPR137B
3566,ILMN_2678521,0.635,0.05002575,-2.19,-3.97405,-0.18,Gpr146,G protein-coupled receptor 146,GPR146
6690,ILMN_2984942,0.7571,0.11205316,-1.72,-4.65961,-0.072,Gpr162,G protein-coupled receptor 162,GPR162
20073,ILMN_1256819,0.9153,0.40581955,-0.863,-5.62656,-0.042,Gpr173,G-protein coupled receptor 173,GPR173
31084,ILMN_2742912,0.9671,0.66401178,-0.446,-5.89351,-0.018,Gpr176,G protein-coupled receptor 176,GPR176
30080,ILMN_3161518,0.9647,0.64087999,0.479,-5.87812,0.028,Gpr180,G protein-coupled receptor 180,GPR180
3241,ILMN_2708377,0.6137,0.04395696,2.26,-3.86134,0.134,Gpr27,G protein-coupled receptor 27,GPR27
4794,ILMN_1213461,0.6947,0.07361877,-1.97,-4.30676,-0.08,Gpr37,G protein-coupled receptor 37,GPR37
17697,ILMN_1216302,0.9014,0.35233545,0.9690000000000001,-5.53429,0.068,Gpr85,G protein-coupled receptor 85,GPR85
9344,ILMN_1245777,0.8177,0.16877685,-1.47,-4.99102,-0.05,Gprasp1,G protein-coupled receptor associated sorting protein 1,GPRASP1
17358,ILMN_1246785,0.9,0.34512228,-0.9840000000000001,-5.52037,-0.052,Gprc5a,"G protein-coupled receptor, family C, group 5, member A",GPRC5A
