,Gene.symbol,MeanFC,Cleaned Gene Symbols
16878,SERPINE2,0.5264062921,SERPINE2
16880,SERPINF1,0.3659589333,SERPINF1
16882,SERPING1,0.17824129,SERPING1
16883,SERPINH1,-0.036367667,SERPINH1
16884,SERPINI1,0.3453105274,SERPINI1
16886,SERTAD1,0.3300953641,SERTAD1
16887,SERTAD2,0.3720754826,SERTAD2
16889,SERTAD4,0.1202261523,SERTAD4
16892,SESN1,0.5051690397,SESN1
16894,SESN3,0.2265744918,SESN3
16895,SESTD1,-0.1163238605,SESTD1
16896,SET,-0.1336917508,SET
16899,SETD2,-0.1878389256,SETD2
16901,SETD4,-0.30143483,SETD4
16902,SETD5,-0.1942541656,SETD5
16904,SETD6,0.3060008389,SETD6
16914,SEZ6L2,0.1159952728,SEZ6L2
16915,SF1,-0.3767027235,SF1
16916,SF3A1,-0.2199798332,SF3A1
16918,SF3B1,-0.1153601386,SF3B1
16920,SF3B2,-0.0130233323,SF3B2
16921,SF3B3,-0.2333917971,SF3B3
16925,SFMBT1,0.4755480198,SFMBT1
16926,SFMBT2,0.2270229406,SFMBT2
16929,SFR1,0.0075398978,SFR1
16934,SFSWAP,-0.004909319,SFSWAP
16935,SFT2D1,0.1058652013,SFT2D1
16936,SFT2D2,0.2336450373,SFT2D2
16937,SFT2D3,0.3099716196,SFT2D3
16946,SFXN1,-0.244025074,SFXN1
16948,SFXN3,-0.4171666196,SFXN3
16949,SFXN4,-0.6492492405,SFXN4
16950,SGCA,-0.5299395754,SGCA
16954,SGCG,-0.5832365592,SGCG
16957,SGK1,0.1274401674,SGK1
16963,SGMS1,0.4032251586,SGMS1
16968,SGPL1,-0.4024415544,SGPL1
16973,SGSM2,-0.0097807514,SGSM2
16974,SGSM3,-0.1539016899,SGSM3
16975,SGTA,-0.0919732996,SGTA
16976,SGTB,0.7172702293,SGTB
16979,SH2B3,0.4864315299,SH2B3
16985,SH2D4A,0.3275421076,SH2D4A
16991,SH3BGRL,-0.0705813512,SH3BGRL
16993,SH3BGRL3,-0.0371484953,SH3BGRL3
16994,SH3BP2,0.1495201718,SH3BP2
16995,SH3BP4,-0.2959345423,SH3BP4
16996,SH3BP5,-0.110675002,SH3BP5
17004,SH3GL2,1.2320281653,SH3GL2
17005,SH3GL3,-0.155790051,SH3GL3
17006,SH3GLB1,-0.3089932299,SH3GLB1
17007,SH3GLB2,0.12697704,SH3GLB2
17008,SH3KBP1,-0.0542713937,SH3KBP1
17011,SH3RF1,0.4601035182,SH3RF1
17015,SH3TC1,-1.627604723,SH3TC1
17018,SHANK1,-1.9345432062,SHANK1
17023,SHARPIN,-0.0345531735,SHARPIN
17026,SHC1,-0.0022968554,SHC1
17028,SHC3,-0.4293192118,SHC3
17032,SHD,-1.5074154529,SHD
17039,SHISA5,-0.0023546037,SHISA5
17045,SHMT1,-0.8232180697,SHMT1
17046,SHMT2,-0.4235676364,SHMT2
17047,SHOC2,0.357299907,SHOC2
17049,SHOX2,-0.1868164158,SHOX2
17050,SHPRH,-1.5632351837,SHPRH
17051,SHQ1,0.2685447394,SHQ1
17053,SHROOM2,0.1873109992,SHROOM2
17054,SHROOM3,0.0298237479,SHROOM3
17057,SIAE,0.3472086768,SIAE
17059,SIAH2,-0.0061262593,SIAH2
17062,SIDT2,0.6238224118,SIDT2
17063,SIGIRR,-1.948202135,SIGIRR
17078,SIGMAR1,0.019073507,SIGMAR1
17079,SIK1,0.4474591727,SIK1
17082,SIKE1,-0.0952143996,SIKE1
17083,SIL1,0.1506298972,SIL1
17088,SIPA1,-0.4310936893,SIPA1
17089,SIPA1L1,-0.2779655026,SIPA1L1
17091,SIPA1L3,-0.1754619011,SIPA1L3
17092,SIRPA,0.3446384081,SIRPA
17098,SIRT2,-0.3457109657,SIRT2
17099,SIRT3,0.1526479058,SIRT3
17100,SIRT4,-0.4545435699,SIRT4
17101,SIRT5,-0.1000324501,SIRT5
17102,SIRT6,-0.0173061933,SIRT6
17103,SIRT7,0.5474805981,SIRT7
17105,SIVA1,0.0521604299,SIVA1
17109,SIX4,0.7755523304,SIX4
17112,SKA1,-3.5271637752,SKA1
17113,SKA2,-0.4427633585,SKA2
17114,SKA3,-3.0738454957,SKA3
17116,SKAP2,0.0294638586,SKAP2
17121,SKIV2L,-0.4471707618,SKIV2L
17122,SKIV2L2,-0.0950583522,SKIV2L2
17130,SLAIN2,0.1881379202,SLAIN2
17142,SLC10A7,-0.2066255605,SLC10A7
17144,SLC11A2,-0.1787159999,SLC11A2
17148,SLC12A5,-0.4767810746,SLC12A5
17151,SLC12A8,0.2914915033,SLC12A8
17161,SLC15A4,0.07344664,SLC15A4
17163,SLC16A1,0.0152647798,SLC16A1
17164,SLC16A10,2.2148136788,SLC16A10
17170,SLC16A3,0.2721674919,SLC16A3
17172,SLC16A6,2.2107332952,SLC16A6
17180,SLC17A5,-0.0382181591,SLC17A5
17189,SLC19A1,-3.3401398968,SLC19A1
17190,SLC19A2,0.2389428217,SLC19A2
17192,SLC1A1,-1.6308243671,SLC1A1
17193,SLC1A2,-2.1157475998,SLC1A2
17194,SLC1A3,-0.5798689747,SLC1A3
17195,SLC1A4,0.2714243442,SLC1A4
17196,SLC1A5,0.2374005688,SLC1A5
17199,SLC20A1,0.1467741164,SLC20A1
17206,SLC22A15,-0.2441279033,SLC22A15
17212,SLC22A23,0.322722865,SLC22A23
17224,SLC23A2,-0.0947208571,SLC23A2
17226,SLC24A1,-2.7300456876,SLC24A1
17228,SLC24A3,-0.6088690269,SLC24A3
17232,SLC25A1,0.1372840655,SLC25A1
17233,SLC25A10,-0.2106506853,SLC25A10
17234,SLC25A11,-0.3102250842,SLC25A11
17237,SLC25A14,-0.5181948982,SLC25A14
17241,SLC25A20,0.0289374201,SLC25A20
17242,SLC25A21,-1.9150924903,SLC25A21
17244,SLC25A23,-0.1199035506,SLC25A23
17245,SLC25A24,-0.3413250767,SLC25A24
17246,SLC25A25,0.7304190984,SLC25A25
17248,SLC25A27,0.1504169491,SLC25A27
17250,SLC25A29,0.2613695429,SLC25A29
17251,SLC25A3,-0.1314560775,SLC25A3
17252,SLC25A30,0.3206635356,SLC25A30
17254,SLC25A32,-0.0715326472,SLC25A32
17257,SLC25A35,-1.4085627289,SLC25A35
17260,SLC25A38,0.1608352851,SLC25A38
17261,SLC25A39,0.1757287283,SLC25A39
17263,SLC25A4,-0.3929209462,SLC25A4
17266,SLC25A42,-0.218826633,SLC25A42
17270,SLC25A46,-0.219510716,SLC25A46
17282,SLC26A2,0.520686034,SLC26A2
17291,SLC27A1,0.0861984998,SLC27A1
17293,SLC27A4,-0.0900623041,SLC27A4
17294,SLC27A5,-1.2031295115,SLC27A5
17296,SLC28A1,-0.6772290541,SLC28A1
17298,SLC28A3,-3.5050439406,SLC28A3
17299,SLC29A1,-0.3130973011,SLC29A1
17303,SLC2A1,0.1784478213,SLC2A1
17308,SLC2A13,0.6254064473,SLC2A13
17310,SLC2A2,#VALUE!,SLC2A2
17311,SLC2A3,-0.8827134332,SLC2A3
17312,SLC2A4,-0.0458711438,SLC2A4
17315,SLC2A6,0.4145642983,SLC2A6
17317,SLC2A8,0.4786279212,SLC2A8
17321,SLC30A2,-0.8574041429,SLC30A2
17322,SLC30A3,0.6807181506,SLC30A3
17324,SLC30A5,-0.2723604122,SLC30A5
17326,SLC30A7,0.2572863286,SLC30A7
17329,SLC31A1,-0.020946262,SLC31A1
17330,SLC31A2,-0.1856987849,SLC31A2
17332,SLC33A1,0.0088035549,SLC33A1
17334,SLC34A2,-0.6077428658,SLC34A2
17335,SLC35A1,0.0509372354,SLC35A1
17337,SLC35A3,-0.4530705682,SLC35A3
17338,SLC35A4,-0.3502981697,SLC35A4
17340,SLC35B1,-0.0893629994,SLC35B1
17342,SLC35B4,-0.4671906776,SLC35B4
17343,SLC35C1,0.3541385332,SLC35C1
17344,SLC35C2,-0.1271439674,SLC35C2
17349,SLC35E4,0.5980489613,SLC35E4
17350,SLC35F1,0.47905779,SLC35F1
17351,SLC35F2,-0.2879356716,SLC35F2
17354,SLC35F5,0.0673501258,SLC35F5
17361,SLC36A1,0.4714194891,SLC36A1
17365,SLC37A1,0.9167113008,SLC37A1
17368,SLC37A4,0.3317084039,SLC37A4
17369,SLC38A1,-0.2436249955,SLC38A1
17372,SLC38A2,-0.2351724882,SLC38A2
17373,SLC38A3,0.5040464552,SLC38A3
17377,SLC38A7,-0.0605931329,SLC38A7
17379,SLC38A9,0.083599799,SLC38A9
17380,SLC39A1,-0.031907087,SLC39A1
17381,SLC39A10,0.0025772151,SLC39A10
17382,SLC39A11,0.1526840728,SLC39A11
17384,SLC39A13,0.051281012,SLC39A13
17385,SLC39A14,-0.37744118,SLC39A14
17387,SLC39A3,-0.9882833482,SLC39A3
17390,SLC39A6,0.2966035252,SLC39A6
17391,SLC39A7,-0.046117668,SLC39A7
17392,SLC39A8,0.4172494254,SLC39A8
17395,SLC3A2,0.1873528628,SLC3A2
17396,SLC40A1,-0.3215949627,SLC40A1
17398,SLC41A2,0.8727647798,SLC41A2
17400,SLC43A1,0.4390781089,SLC43A1
17401,SLC43A2,1.3538262475,SLC43A2
17403,SLC44A1,-0.4702668454,SLC44A1
17404,SLC44A2,-0.0786626862,SLC44A2
17411,SLC46A1,0.0066334878,SLC46A1
17413,SLC46A3,-1.457663272,SLC46A3
17414,SLC47A1,-0.5396270333,SLC47A1
17416,SLC48A1,0.1037485662,SLC48A1
17420,SLC4A1AP,0.047806002,SLC4A1AP
17421,SLC4A2,-0.3478320822,SLC4A2
17422,SLC4A3,-0.3562887734,SLC4A3
17423,SLC4A4,-1.29634808,SLC4A4
17425,SLC4A7,-0.0348671691,SLC4A7
17428,SLC50A1,0.1412858985,SLC50A1
17432,SLC52A2,0.0162954799,SLC52A2
17434,SLC5A1,-4.0738651225,SLC5A1
17437,SLC5A12,-3.7458314469,SLC5A12
17441,SLC5A6,0.1483931161,SLC5A6
17455,SLC6A2,-0.3326765659,SLC6A2
17457,SLC6A4,-1.3638012341,SLC6A4
17459,SLC6A6,0.4347875234,SLC6A6
17461,SLC6A8,0.3990867871,SLC6A8
17463,SLC7A1,-0.3450144179,SLC7A1
17465,SLC7A11,-0.577143685,SLC7A11
17469,SLC7A2,0.2740712881,SLC7A2
17475,SLC7A6,-0.2039527677,SLC7A6
17476,SLC7A6OS,-0.2059784476,SLC7A6OS
17477,SLC7A7,-0.0948449812,SLC7A7
17478,SLC7A8,0.5131910038,SLC7A8
17480,SLC8A1,-1.210887745,SLC8A1
17483,SLC8A3,4.010024154,SLC8A3
17484,SLC9A1,0.9189795372,SLC9A1
17487,SLC9A3R2,-0.228739529,SLC9A3R2
17493,SLC9A8,-0.4392464224,SLC9A8
17506,SLCO2B1,-2.1070390888,SLCO2B1
17507,SLCO3A1,0.2680868671,SLCO3A1
17510,SLCO5A1,-0.073282069,SLCO5A1
17523,SLIT3,-0.3860506704,SLIT3
17530,SLK,-0.1348700973,SLK
17531,SLMAP,-0.1846805321,SLMAP
17536,SLU7,0.3204328689,SLU7
17540,SMAD1,0.2880123655,SMAD1
17541,SMAD2,-0.0228460081,SMAD2
17542,SMAD3,0.2059268068,SMAD3
17543,SMAD5,0.2500307738,SMAD5
17545,SMAD6,-0.0494843018,SMAD6
17546,SMAD7,0.2384995481,SMAD7
17547,SMAD9,0.3119445408,SMAD9
17550,SMAP2,0.6975934028,SMAP2
17551,SMARCA1,-0.260887805,SMARCA1
17553,SMARCA4,-0.4034950512,SMARCA4
17554,SMARCAD1,-0.5746111056,SMARCAD1
17555,SMARCAL1,-0.1034759948,SMARCAL1
17556,SMARCB1,-0.3579947012,SMARCB1
17557,SMARCC1,-0.1534336849,SMARCC1
17559,SMARCD1,-0.3308532546,SMARCD1
17560,SMARCD2,0.1269924772,SMARCD2
17561,SMARCD3,-0.155696779,SMARCD3
17562,SMARCE1,-0.2101440697,SMARCE1
17564,SMC2,-1.0006094466,SMC2
17565,SMC3,-0.0829808791,SMC3
17567,SMC5,-0.2662357238,SMC5
17568,SMC6,-0.0042485894,SMC6
17582,SMG6,0.2168395766,SMG6
17586,SMG9,-0.7709895393,SMG9
17603,SMIM8,-2.879726011,SMIM8
17608,SMNDC1,-0.201535863,SMNDC1
17609,SMO,0.0543871186,SMO
17612,SMOX,0.6892677658,SMOX
17613,SMPD1,0.2141385426,SMPD1
17614,SMPD2,0.4882277233,SMPD2
17617,SMPDL3A,0.0048602836,SMPDL3A
17621,SMS,-0.1900685068,SMS
17622,SMTN,0.0892529815,SMTN
17625,SMU1,0.121448808,SMU1
17629,SMYD1,-1.7977546803,SMYD1
17631,SMYD3,-0.3867735328,SMYD3
17638,SNAP25,-0.0904461652,SNAP25
17641,SNAP91,1.00869373,SNAP91
17642,SNAPC1,0.5935682374,SNAPC1
17644,SNAPC3,-0.2823514647,SNAPC3
17647,SNAPIN,-0.363286383,SNAPIN
17670,SNCA,-0.0098919852,SNCA
17673,SND1,-0.0735010329,SND1
17676,SNF8,-0.1309889372,SNF8
17685,SNN,0.4733929016,SNN
18005,SNPH,-2.1962076717,SNPH
18006,SNRK,0.2435035899,SNRK
18008,SNRNP200,-0.0580731976,SNRNP200
18010,SNRNP27,0.2623606997,SNRNP27
18012,SNRNP40,-0.5431991073,SNRNP40
18013,SNRNP48,-0.7590558259,SNRNP48
18014,SNRNP70,-0.0039755424,SNRNP70
18015,SNRPA,-0.1172381402,SNRPA
18017,SNRPB2,0.0810843718,SNRPB2
18019,SNRPD1,-0.4223748854,SNRPD1
18025,SNTA1,-0.3651780372,SNTA1
18032,SNX1,-0.0991138535,SNX1
18033,SNX10,-1.973005554,SNX10
18034,SNX11,-0.1070344525,SNX11
18035,SNX12,-0.6433724357,SNX12
18036,SNX13,-0.0283712637,SNX13
18037,SNX16,0.3967371726,SNX16
18038,SNX17,-0.1083846901,SNX17
18039,SNX18,0.0973299519,SNX18
18040,SNX19,-0.053788372,SNX19
18041,SNX2,0.1387489657,SNX2
18045,SNX24,-0.6262151927,SNX24
18047,SNX27,0.1371734989,SNX27
18055,SNX33,0.1637615477,SNX33
18056,SNX4,-0.0513862635,SNX4
18057,SNX5,-0.0871856072,SNX5
18058,SNX6,-0.3368424001,SNX6
18059,SNX7,0.1997774894,SNX7
18060,SNX8,-0.0014529095,SNX8
18062,SOAT1,-0.0024115511,SOAT1
18064,SOBP,0.1831174862,SOBP
18068,SOCS3,0.2911778012,SOCS3
18070,SOCS5,0.0275802195,SOCS5
18071,SOCS6,0.0214052342,SOCS6
18073,SOD1,0.1298266784,SOD1
18074,SOD2,0.1167673264,SOD2
18075,SOD3,0.0296888837,SOD3
18082,SORBS2,-0.5653495323,SORBS2
18083,SORBS3,-0.2696902115,SORBS3
18085,SORCS2,-1.0495146858,SORCS2
18086,SORCS3,-1.026076091,SORCS3
18087,SORD,-0.1968552214,SORD
18089,SORT1,-0.1402466917,SORT1
18090,SOS1,0.2714377977,SOS1
18091,SOS2,0.1790536398,SOS2
18100,SOX11,0.4885396204,SOX11
18102,SOX13,0.666015342,SOX13
18112,SOX4,-0.3940619143,SOX4
18114,SOX6,-0.410279613,SOX6
18117,SP1,-0.0033989399,SP1
18119,SP110,-0.6005017908,SP110
18122,SP2,0.1873389678,SP2
18124,SP4,-0.0053173532,SP4
18129,SPA17,-0.5556871575,SPA17
18139,SPAG5,-1.2736069713,SPAG5
18142,SPAG7,-0.2675637209,SPAG7
18144,SPAG9,0.1205101148,SPAG9
18157,SPARC,0.1148110497,SPARC
18159,SPAST,-0.0364831656,SPAST
18167,SPATA2,0.1257268626,SPATA2
18168,SPATA20,-0.2102206472,SPATA20
18172,SPATA2L,-0.0492042989,SPATA2L
18188,SPATA5,-1.3111998578,SPATA5
18190,SPATA6,-1.2241280064,SPATA6
18192,SPATA7,0.4784715285,SPATA7
18201,SPC25,-1.3014380226,SPC25
18206,SPDL1,-0.4387681969,SPDL1
18217,SPECC1,0.1433528072,SPECC1
18218,SPECC1L,-0.040868025,SPECC1L
18220,SPEF2,-3.3825064288,SPEF2
18226,SPG20,-0.3917933244,SPG20
18229,SPG7,-0.0392085133,SPG7
18230,SPHK1,1.0454333131,SPHK1
18231,SPHK2,-0.8930913231,SPHK2
18232,SPHKAP,-1.5199854323,SPHKAP
18250,SPINT1,0.7740106007,SPINT1
18251,SPINT2,0.1665725894,SPINT2
18254,SPIRE1,-0.1314079516,SPIRE1
18256,SPN,-4.9748911568,SPN
18262,SPOCK1,-0.0038676837,SPOCK1
18266,SPOP,-0.8401631905,SPOP
18268,SPP1,-0.1378018566,SPP1
18270,SPPL2A,-0.0518663051,SPPL2A
18290,SPRTN,0.5499111171,SPRTN
18292,SPRY2,0.0288256732,SPRY2
18294,SPRY4,-0.0659602496,SPRY4
18296,SPRYD4,-0.5032237959,SPRYD4
18298,SPSB1,0.4635705464,SPSB1
18300,SPSB3,0.2030247095,SPSB3
18304,SPTB,-0.2284917423,SPTB
18305,SPTBN1,-0.1732131384,SPTBN1
18306,SPTBN2,0.2991792398,SPTBN2
18309,SPTLC1,0.2231130172,SPTLC1
18312,SPTSSA,0.1876157307,SPTSSA
18317,SQLE,-0.6307651401,SQLE
18319,SQSTM1,0.308812808,SQSTM1
18320,SRA1,0.0877139161,SRA1
18322,SRC,0.2638841184,SRC
18325,SRD5A1,0.2059882762,SRD5A1
18328,SRD5A3,-1.0404569492,SRD5A3
18331,SREK1,-0.2771581514,SREK1
18332,SREK1IP1,-0.5038354995,SREK1IP1
18333,SRF,-0.1195752035,SRF
18334,SRFBP1,0.1393686901,SRFBP1
18344,SRP14,-0.0411455634,SRP14
18345,SRP19,-0.0784899255,SRP19
18347,SRP68,0.1370552353,SRP68
18349,SRP9,-0.0849192386,SRP9
18350,SRPK1,0.2326040391,SRPK1
18351,SRPK2,0.2557495711,SRPK2
18352,SRPK3,-1.5649798521,SRPK3
18355,SRPX,0.0383811421,SRPX
18359,SRRM1,-0.019010919,SRRM1
18360,SRRM2,-0.0983473408,SRRM2
18367,SRSF10,-0.5312927726,SRSF10
18370,SRSF3,-0.7880184298,SRSF3
18372,SRSF5,0.2939865635,SRSF5
18373,SRSF6,-0.3279524781,SRSF6
18374,SRSF7,-0.5369711371,SRSF7
18376,SRSF9,-0.0805300325,SRSF9
18379,SS18,0.2038440311,SS18
18381,SSB,-0.13653687,SSB
18382,SSBP1,-0.1420463244,SSBP1
18385,SSBP4,-0.1849422469,SSBP4
18387,SSFA2,-0.03953008,SSFA2
18389,SSH2,-0.094436224,SSH2
18390,SSH3,-0.2019490185,SSH3
18392,SSPN,0.2519622465,SSPN
18394,SSR1,-0.0761423461,SSR1
18395,SSR2,-0.0525055396,SSR2
18396,SSR3,-0.3591480578,SSR3
18397,SSR4,0.2095357249,SSR4
18399,SSRP1,-0.4968991719,SSRP1
18407,SSU72,-0.0764883871,SSU72
18411,SSX2IP,-0.0464619763,SSX2IP
18422,ST3GAL1,-0.136899777,ST3GAL1
18423,ST3GAL2,-0.2472981869,ST3GAL2
18424,ST3GAL3,-0.3888535375,ST3GAL3
18425,ST3GAL4,-0.9553373211,ST3GAL4
18427,ST3GAL6,-0.2234323497,ST3GAL6
18429,ST5,-0.1171772291,ST5
18430,ST6GAL1,-0.3164828021,ST6GAL1
18433,ST6GALNAC2,1.6474495182,ST6GALNAC2
18434,ST6GALNAC3,-0.7879584145,ST6GALNAC3
18439,ST7L,0.0014518843,ST7L
18441,ST8SIA2,-0.242850118,ST8SIA2
18451,STAC3,-1.0115732531,STAC3
18452,STAG1,-0.2199758044,STAG1
18459,STAMBP,0.1623444327,STAMBP
18462,STAP2,-0.0068320977,STAP2
18465,STARD13,-0.5599953603,STARD13
18467,STARD3NL,-0.4292911391,STARD3NL
18468,STARD4,-0.0502862482,STARD4
18472,STARD7,-0.3050723628,STARD7
18473,STARD8,0.7845196532,STARD8
18475,STAT1,0.4221830482,STAT1
18476,STAT2,0.2750451225,STAT2
18477,STAT3,0.1940130129,STAT3
18478,STAT4,-0.7146225823,STAT4
18479,STAT5A,-0.6952463834,STAT5A
18480,STAT5B,-0.1167103783,STAT5B
18481,STAT6,-0.1944523584,STAT6
18483,STAU1,0.0715480375,STAU1
18484,STAU2,0.0905623736,STAU2
18486,STC1,-0.402515127,STC1
18487,STC2,0.0452556938,STC2
18490,STEAP2,0.1443649767,STEAP2
18491,STEAP3,-0.2961994912,STEAP3
18495,STIM2,0.4587051453,STIM2
18496,STIP1,0.0427705794,STIP1
18497,STK10,0.2837516133,STK10
18498,STK11,0.1118846446,STK11
18499,STK11IP,0.1342955744,STK11IP
18500,STK16,-0.3624846264,STK16
18502,STK17B,0.3590935656,STK17B
18503,STK19,-0.2032458179,STK19
18505,STK25,0.1120243166,STK25
18506,STK3,0.0436563001,STK3
18510,STK32C,0.2331526573,STK32C
18512,STK35,0.2940783117,STK35
18514,STK38,0.220328568,STK38
18515,STK39,-0.3065814553,STK39
18516,STK4,0.2571920108,STK4
18518,STK40,0.0216296254,STK40
18520,STMN2,-1.7260435922,STMN2
18521,STMN3,-0.2578025771,STMN3
18524,STOM,0.1907885859,STOM
18526,STOML2,-0.029066932,STOML2
18530,STOX2,0.0503824195,STOX2
18534,STRA6,-0.6380916871,STRA6
18536,STRADA,0.0348069378,STRADA
18537,STRADB,-0.111338655,STRADB
18542,STRN,-0.3087574393,STRN
18544,STRN4,-0.2340131828,STRN4
18545,STT3A,-0.0888277988,STT3A
18547,STUB1,0.029009057,STUB1
18549,STX11,-1.0176752666,STX11
18550,STX12,0.3255951174,STX12
18551,STX17,-0.0449883469,STX17
18554,STX1A,-1.1899994249,STX1A
18555,STX1B,-0.7344329629,STX1B
18556,STX2,-0.2161022092,STX2
18557,STX3,0.1378579055,STX3
18559,STX6,0.428192812,STX6
18561,STX8,-0.7392278606,STX8
18562,STXBP1,0.5481117328,STXBP1
18563,STXBP2,-0.1272909119,STXBP2
18564,STXBP3,0.107843111,STXBP3
18566,STXBP5,0.2961031889,STXBP5
18572,STYXL1,-0.2356626684,STYXL1
18573,SUB1,0.0169609434,SUB1
18574,SUCLG1,-0.1286116624,SUCLG1
18579,SUFU,0.29466135,SUFU
18581,SUGP2,-0.070273223,SUGP2
18582,SUGT1,0.0312741101,SUGT1
18584,SULF1,0.1946810615,SULF1
18585,SULF2,0.8796831938,SULF2
18586,SULT1A1,-1.5425782233,SULT1A1
18598,SUMF1,0.083607945,SUMF1
18599,SUMF2,-0.2181333973,SUMF2
18600,SUMO1,0.0283373436,SUMO1
18603,SUMO2,-0.0304187453,SUMO2
18605,SUN1,-0.0161307307,SUN1
18609,SUOX,-0.5786658668,SUOX
18619,SUPV3L1,0.1733673977,SUPV3L1
18623,SURF6,-0.1533022022,SURF6
18625,SUSD2,-1.1486110865,SUSD2
18627,SUSD4,0.129711495,SUSD4
18630,SUV39H2,0.1930839631,SUV39H2
18634,SV2A,-2.336887692,SV2A
18635,SV2B,#VALUE!,SV2B
18642,SWAP70,0.3535134913,SWAP70
18644,SWSAP1,0.7169338224,SWSAP1
18645,SWT1,0.4547832505,SWT1
18646,SYAP1,0.2321650652,SYAP1
18652,SYCP2,-2.9163040263,SYCP2
18658,SYMPK,-0.017947171,SYMPK
18659,SYN1,-0.8279827377,SYN1
18660,SYN2,3.0572559718,SYN2
18662,SYNC,0.0251028003,SYNC
18669,SYNGR1,-0.4548106919,SYNGR1
18671,SYNGR3,-0.4049965925,SYNGR3
18673,SYNJ1,0.7897387598,SYNJ1
18674,SYNJ2,0.2639358994,SYNJ2
18677,SYNPO,-0.270970861,SYNPO
18679,SYNPR,-2.1431827652,SYNPR
18684,SYPL2,0.4700859938,SYPL2
18685,SYT1,-0.4246701583,SYT1
18687,SYT11,-0.6044567883,SYT11
18689,SYT13,-3.081158933,SYT13
18700,SYT7,-0.18820178,SYT7
18702,SYT9,-0.5826958206,SYT9
18705,SYTL3,0.1735109816,SYTL3
18706,SYTL4,-1.0676863311,SYTL4
18709,SZRD1,-0.0508313148,SZRD1
18719,TAB2,-0.1183981675,TAB2
18724,TACC1,0.3841930174,TACC1
18725,TACC2,-0.2220361112,TACC2
18744,TAF1C,0.2642163149,TAF1C
18746,TAF2,-0.0984191347,TAF2
18750,TAF5,0.5905855799,TAF5
18752,TAF6,-0.270330265,TAF6
18753,TAF6L,-0.2584052043,TAF6L
18758,TAF9B,-0.5108026058,TAF9B
18760,TAGLN,-0.122619374,TAGLN
18761,TAGLN2,0.045896805,TAGLN2
18765,TALDO1,-0.1347995203,TALDO1
18769,TANGO2,0.1996152217,TANGO2
18772,TAOK3,-0.1232414487,TAOK3
18773,TAP1,1.0941870464,TAP1
18779,TARBP2,-0.1852334105,TARBP2
18780,TARDBP,-0.2117440814,TARDBP
18783,TARS,-0.1677128397,TARS
18811,TASP1,-0.4128171529,TASP1
18815,TAX1BP1,0.1782291474,TAX1BP1
18816,TAZ,-0.2672125798,TAZ
18822,TBC1D14,0.0299576814,TBC1D14
18825,TBC1D17,-0.4300748526,TBC1D17
18826,TBC1D19,-2.1181146548,TBC1D19
18827,TBC1D2,0.8034416128,TBC1D2
18831,TBC1D22B,0.107105267,TBC1D22B
18833,TBC1D25,-1.5569592234,TBC1D25
18837,TBC1D2B,-0.0052265315,TBC1D2B
18849,TBC1D7,-0.3572820826,TBC1D7
18852,TBC1D9,0.3695089265,TBC1D9
18853,TBC1D9B,-0.1621994986,TBC1D9B
18856,TBCC,0.3994597353,TBCC
18857,TBCCD1,-0.5216212763,TBCCD1
18859,TBCE,-0.7391956601,TBCE
18860,TBCEL,0.2822951266,TBCEL
18862,TBKBP1,-0.1445947386,TBKBP1
18863,TBL1X,-0.5441195486,TBL1X
18864,TBL1XR1,-0.7258961322,TBL1XR1
18867,TBL3,-0.0330524464,TBL3
18868,TBP,0.1048454671,TBP
18869,TBPL1,0.1377631295,TBPL1
18877,TBX18,-0.4826544737,TBX18
18879,TBX2,0.1192692101,TBX2
18883,TBX3,1.1769140794,TBX3
18885,TBX5,-1.7889298738,TBX5
18891,TCAIM,0.0014984906,TCAIM
18893,TCEA1,-0.1998284696,TCEA1
18894,TCEA2,-0.0532878532,TCEA2
18895,TCEA3,0.1257156053,TCEA3
18896,TCEAL1,0.1633941182,TCEAL1
18903,TCEAL8,-0.1031181246,TCEAL8
18912,TCERG1,-0.5174056915,TCERG1
18914,TCF12,0.0046612001,TCF12
18916,TCF19,-2.7095150384,TCF19
18917,TCF20,0.2276072096,TCF20
18922,TCF3,-0.3393803902,TCF3
18923,TCF4,-0.5880184362,TCF4
18925,TCF7L1,-0.2019952895,TCF7L1
18930,TCHP,-1.1435626394,TCHP
18931,TCIRG1,-0.5002239338,TCIRG1
18936,TCN2,0.5375037434,TCN2
18937,TCOF1,-0.2941164223,TCOF1
18938,TCP1,0.0158769197,TCP1
18943,TCP11L2,0.1022827637,TCP11L2
18944,TCTA,0.0836699615,TCTA
18951,TDG,-0.3003017238,TDG
18955,TDP1,-0.2091819391,TDP1
18956,TDP2,-0.009446471,TDP2
18960,TDRD3,0.1104851605,TDRD3
18963,TDRD7,0.6796168795,TDRD7
18968,TEAD2,-0.7028753515,TEAD2
18969,TEAD3,0.0283219913,TEAD3
18977,TEF,-1.038869902,TEF
18978,TEFM,-0.010572301,TEFM
18992,TEP1,0.8051866364,TEP1
18994,TERF1,-0.2270570401,TERF1
18995,TERF2,-0.0287951201,TERF2
18996,TERF2IP,0.136677288,TERF2IP
19000,TESK1,0.4337508859,TESK1
19001,TESK2,1.0580176165,TESK2
19006,TEX10,0.3357976032,TEX10
19019,TEX261,-0.226697992,TEX261
19020,TEX264,0.3063244016,TEX264
19023,TEX30,0.4475137403,TEX30
19032,TFAM,0.1760223863,TFAM
19039,TFAP4,-0.0885146854,TFAP4
19040,TFB1M,-0.7913345605,TFB1M
