,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Cleaned Gene Symbols
1904,1374624_at,0.177,0.0108,-3.14,-3.0868,-0.22399999999999998,Galnt11,polypeptide N-acetylgalactosaminyltransferase 11,GALNT11
13215,1377565_at,0.7440000000000001,0.316,1.06,-6.1990099999999995,0.0962,Galnt13,polypeptide N-acetylgalactosaminyltransferase 13,GALNT13
7789,1374759_at,0.562,0.141,-1.6,-5.53375,-0.21899999999999997,Galnt16,polypeptide N-acetylgalactosaminyltransferase 16,GALNT16
21135,1380688_at,0.895,0.608,-0.53,-6.624039999999999,-0.0636,Galnt18,polypeptide N-acetylgalactosaminyltransferase 18,GALNT18
14185,1375214_at,0.768,0.35,-0.981,-6.27538,-0.0782,Galnt2,polypeptide N-acetylgalactosaminyltransferase 2,GALNT2
26542,1387554_at,0.961,0.821,-0.233,-6.745089999999999,-0.0292,Galnt5,polypeptide N-acetylgalactosaminyltransferase 5,GALNT5
11203,1369431_at,0.684,0.24600000000000002,1.23,-6.00539,0.105,Galnt7,polypeptide N-acetylgalactosaminyltransferase 7,GALNT7
28392,1371251_at,0.978,0.893,-0.138,-6.76415,-0.0115,Galt,galactose-1-phosphate uridylyltransferase,GALT
10356,1368253_at,0.66,0.22,-1.31,-5.9132,-0.15,Gamt,guanidinoacetate N-methyltransferase,GAMT
10104,1373366_at,0.65,0.21100000000000002,-1.34,-5.87991,-0.17,Ganab,glucosidase II alpha subunit,GANAB
6285,AFFX_Rat_GAPDH_M_at,0.488,0.0986,-1.83,-5.21619,-0.093,Gapdh,glyceraldehyde-3-phosphate dehydrogenase,GAPDH
26499,1374857_at,0.961,0.8190000000000001,-0.235,-6.744560000000001,-0.0236,Gar1,GAR1 ribonucleoprotein,GAR1
15441,1395730_at,0.797,0.396,-0.888,-6.361680000000001,-0.0614,Gars,glycyl-tRNA synthetase,GARS
16763,1379452_at,0.8220000000000001,0.44299999999999995,0.799,-6.437869999999999,0.0606,Gas2,growth arrest-specific 2,GAS2
21308,1390791_at,0.897,0.614,-0.52,-6.6292,-0.0666,Gas2l1,growth arrest-specific 2 like 1,GAS2L1
22458,1370963_at,0.9159999999999999,0.6609999999999999,0.452,-6.6647,0.057,Gas7,growth arrest specific 7,GAS7
29577,1396407_at,0.987,0.9390000000000001,-0.0784,-6.77123,-0.00629,Gas8,growth arrest specific 8,GAS8
9043,1387894_at,0.609,0.177,1.46,-5.732,0.13699999999999998,Gata4,GATA binding protein 4,GATA4
267,1374125_at,0.00784,6.759999999999999e-05,-6.63,2.07537,-0.5529999999999999,Gata5,GATA binding protein 5,GATA5
16149,1368827_at,0.81,0.42100000000000004,-0.841,-6.40334,-0.0712,Gata6,GATA binding protein 6,GATA6
24071,1392552_at,0.934,0.723,0.365,-6.70246,0.0412,Gatad2b,GATA zinc finger domain containing 2B,GATAD2B
4526,1379360_at,0.387,0.0563,-2.17,-4.696330000000001,-0.18600000000000003,Gatc,glutamyl-tRNA amidotransferase subunit C,GATC
1668,1367627_at,0.156,0.00838,-3.3,-2.8281,-0.418,Gatm,glycine amidinotransferase,GATM
21541,1399040_at,0.9009999999999999,0.624,0.506,-6.637060000000001,0.0398,Gba2,glucosidase beta 2,GBA2
4146,1373021_at,0.359,0.0479,2.26,-4.54165,0.151,Gbas,glioblastoma amplified sequence,GBAS
30942,1389265_at,0.9990000000000001,0.9940000000000001,-0.00743,-6.77455,-0.000481,Gbe1,"glucan (1,4-alpha-), branching enzyme 1",GBE1
3662,1368332_at,0.33,0.0389,2.39,-4.34282,0.653,Gbp2,guanylate binding protein 2,GBP2
18661,1379031_at,0.86,0.516,0.674,-6.5326900000000006,0.0351,Gca,grancalcin,GCA
10250,1389552_at,0.655,0.21600000000000003,-1.32,-5.89886,-0.21899999999999997,Gcc2,GRIP and coiled-coil domain containing 2,GCC2
11374,1388788_at,0.688,0.252,-1.22,-6.02226,-0.0868,Gcdh,glutaryl-CoA dehydrogenase,GCDH
30282,1379887_at,0.993,0.9670000000000001,-0.0423,-6.7736,-0.0027199999999999998,Gcfc2,GC-rich sequence DNA-binding factor 2,GCFC2
18002,1387221_at,0.847,0.491,0.7170000000000001,-6.50223,0.0895,Gch1,GTP cyclohydrolase 1,GCH1
16690,1368085_at,0.821,0.441,-0.804,-6.43382,-0.0697,Gchfr,GTP cyclohydrolase I feedback regulator,GCHFR
19061,1387312_a_at,0.865,0.53,-0.6509999999999999,-6.5485,-0.0562,Gck,glucokinase,GCK
65,1372523_at,0.000332,7.040000000000001e-07,11.2,6.53055,1.05,Gclc,"glutamate-cysteine ligase, catalytic subunit",GCLC
5556,1370030_at,0.449,0.0803,-1.95,-5.0275099999999995,-0.304,Gclm,"glutamate cysteine ligase, modifier subunit",GCLM
22311,1374903_at,0.914,0.6559999999999999,0.46,-6.660839999999999,0.0776,Gcnt2,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme",GCNT2
17324,1385717_at,0.8340000000000001,0.46399999999999997,-0.7609999999999999,-6.46804,-0.0412,Gdap1,ganglioside-induced differentiation-associated-protein 1,GDAP1
27298,1379377_at,0.968,0.85,0.195,-6.754,0.0284,Gdap2,ganglioside-induced differentiation-associated-protein 2,GDAP2
2157,1374706_at,0.20199999999999999,0.014,-2.99,-3.34249,-0.41,Gdf11,growth differentiation factor 11,GDF11
14303,1370153_at,0.7709999999999999,0.355,0.972,-6.28404,0.0763,Gdf15,growth differentiation factor 15,GDF15
12242,1391038_at,0.718,0.28300000000000003,1.14,-6.11421,0.0896,Gdf6,growth differentiation factor 6,GDF6
18394,1387855_at,0.856,0.506,-0.69,-6.52153,-0.0474,Gdi1,GDP dissociation inhibitor 1,GDI1
9616,1398822_at,0.634,0.196,-1.39,-5.81848,-0.102,Gdi2,GDP dissociation inhibitor 2,GDI2
25396,1378235_at,0.948,0.774,0.295,-6.72737,0.0257,Gdpd1,glycerophosphodiester phosphodiesterase domain containing 1,GDPD1
7919,1382351_at,0.568,0.145,1.59,-5.558669999999999,0.33899999999999997,Gem,GTP binding protein overexpressed in skeletal muscle,GEM
8201,1368229_at,0.58,0.153,-1.55,-5.60726,-0.179,Gemin2,gem (nuclear organelle) associated protein 2,GEMIN2
22477,1374665_at,0.9159999999999999,0.662,-0.451,-6.665089999999999,-0.0432,Gemin4,gem (nuclear organelle) associated protein 4,GEMIN4
9732,1382216_at,0.638,0.2,-1.38,-5.8335300000000005,-0.11599999999999999,Gemin6,gem (nuclear organelle) associated protein 6,GEMIN6
4094,1390697_at,0.35600000000000004,0.0469,-2.28,-4.52238,-0.19899999999999998,Gemin8,gem (nuclear organelle) associated protein 8,GEMIN8
24750,1384102_at,0.94,0.748,0.331,-6.7154,0.0162,Gen1,GEN1 Holliday junction 5' flap endonuclease,GEN1
21066,1368353_at,0.894,0.606,0.5329999999999999,-6.62208,0.0378,Gfap,glial fibrillary acidic protein,GFAP
7518,1367756_at,0.5529999999999999,0.134,-1.64,-5.48836,-0.133,Gfm1,"G elongation factor, mitochondrial 1",GFM1
3732,1395989_at,0.33399999999999996,0.0401,-2.37,-4.37263,-0.16,Gfm2,"G elongation factor, mitochondrial 2",GFM2
8314,1393332_at,0.586,0.157,1.54,-5.6269,0.125,Gfod2,glucose-fructose oxidoreductase domain containing 2,GFOD2
347,1377761_at,0.0148,0.000166,5.92,1.1667299999999998,0.496,Gfpt2,glutamine-fructose-6-phosphate transaminase 2,GFPT2
26098,1374761_at,0.955,0.8009999999999999,0.259,-6.7382800000000005,0.0181,Gga1,"golgi associated, gamma adaptin ear containing, ARF binding protein 1",GGA1
7463,1395394_at,0.55,0.132,-1.64,-5.47839,-0.145,Gga2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2",GGA2
23606,1379067_at,0.929,0.705,-0.39,-6.692489999999999,-0.0381,Gga3,"golgi associated, gamma adaptin ear containing, ARF binding protein 3",GGA3
21538,1392725_at,0.9009999999999999,0.624,0.506,-6.63703,0.0356,Ggact,gamma-glutamylamine cyclotransferase,GGACT
5408,1398107_at,0.441,0.0768,1.98,-4.98612,0.196,Ggct,gamma-glutamyl cyclotransferase,GGCT
317,1368314_at,0.0118,0.000121,-6.17,1.4878799999999999,-0.693,Ggcx,gamma-glutamyl carboxylase,GGCX
7254,1368470_at,0.542,0.126,-1.67,-5.43905,-0.498,Ggh,gamma-glutamyl hydrolase,GGH
11193,1379556_a_at,0.6829999999999999,0.24600000000000002,1.23,-6.00434,0.156,Ggps1,geranylgeranyl diphosphate synthase 1,GGPS1
12181,1368307_at,0.7170000000000001,0.281,-1.14,-6.10847,-0.0987,Ggt7,gamma-glutamyltransferase 7,GGT7
7717,1371574_at,0.5589999999999999,0.139,-1.61,-5.52128,-0.0984,Ghitm,growth hormone inducible transmembrane protein,GHITM
1933,1373803_a_at,0.182,0.0113,-3.12,-3.13179,-0.198,Ghr,growth hormone receptor,GHR
3893,1392959_at,0.345,0.0432,-2.32,-4.443169999999999,-0.16399999999999998,Gid8,GID complex subunit 8,GID8
5707,1390241_at,0.46,0.0844,1.92,-5.0738199999999996,0.124,Gigyf1,GRB10 interacting GYF protein 1,GIGYF1
7263,1376231_at,0.5429999999999999,0.127,-1.67,-5.44169,-0.095,Gins1,GINS complex subunit 1,GINS1
24420,1390623_at,0.937,0.736,-0.348,-6.709219999999999,-0.0299,Gins3,GINS complex subunit 3,GINS3
26459,1389103_at,0.96,0.8170000000000001,-0.237,-6.743989999999999,-0.0151,Gins4,GINS complex subunit 4,GINS4
5081,1368065_at,0.42200000000000004,0.069,-2.04,-4.88742,-0.141,Gipc1,"GIPC PDZ domain containing family, member 1",GIPC1
13830,1368481_at,0.76,0.33799999999999997,1.01,-6.24885,0.0824,Gipr,gastric inhibitory polypeptide receptor,GIPR
27228,1370015_at,0.9670000000000001,0.847,-0.19899999999999998,-6.75311,-0.0129,Git1,GIT ArfGAP 1,GIT1
8358,1394822_at,0.588,0.158,1.53,-5.63514,0.10099999999999999,Git2,GIT ArfGAP 2,GIT2
1699,1372002_at,0.158,0.00864,3.28,-2.8592400000000002,0.205,Gja1,"gap junction protein, alpha 1",GJA1
3636,1384014_at,0.32899999999999996,0.0384,-2.39,-4.33105,-0.172,Gja3,"gap junction protein, alpha 3",GJA3
22217,1369796_at,0.9129999999999999,0.653,0.46399999999999997,-6.65844,0.0268,Gjd2,"gap junction protein, delta 2",GJD2
22286,1383059_a_at,0.914,0.655,0.461,-6.66021,0.0602,Gkap1,G kinase anchoring protein 1,GKAP1
1244,1382063_at,0.109,0.00436,-3.7,-2.16888,-0.38,Gla,"galactosidase, alpha",GLA
2502,1371727_at,0.233,0.0187,-2.82,-3.6303300000000003,-0.243,Glb1,"galactosidase, beta 1",GLB1
2300,1374690_at,0.215,0.0159,-2.91,-3.47024,-0.2,Gle1,GLE1 RNA export mediator,GLE1
3772,1387367_at,0.33799999999999997,0.041,-2.36,-4.39317,-0.14,Glg1,golgi glycoprotein 1,GLG1
22911,1390233_at,0.9209999999999999,0.679,0.42700000000000005,-6.676239999999999,0.0382,Gli2,GLI family zinc finger 2,GLI2
13292,1373504_at,0.746,0.319,-1.05,-6.20568,-0.127,Glipr1,GLI pathogenesis-related 1,GLIPR1
9527,1398724_at,0.629,0.193,1.4,-5.80355,0.18600000000000003,Glis2,GLIS family zinc finger 2,GLIS2
14433,1381564_at,0.774,0.359,-0.9620000000000001,-6.29338,-0.153,Glmn,"glomulin, FKBP associated protein",GLMN
2008,1371946_at,0.191,0.0123,-3.07,-3.21435,-0.212,Glmp,glycosylated lysosomal membrane protein,GLMP
10538,1399098_at,0.6629999999999999,0.225,-1.3,-5.931109999999999,-0.0776,Glo1,glyoxalase 1,GLO1
3140,1374430_at,0.293,0.0296,-2.55,-4.077380000000001,-0.19399999999999998,Glod4,glyoxalase domain containing 4,GLOD4
6684,1370146_at,0.511,0.11,1.76,-5.313,0.0975,Glrb,"glycine receptor, beta",GLRB
10571,1386908_at,0.6629999999999999,0.226,-1.29,-5.934069999999999,-0.152,Glrx,glutaredoxin,GLRX
7280,1374340_at,0.5429999999999999,0.127,-1.67,-5.44496,-0.149,Glrx2,glutaredoxin 2,GLRX2
23407,1367870_at,0.927,0.698,-0.4,-6.68801,-0.0199,Glrx3,glutaredoxin 3,GLRX3
17398,1389286_at,0.836,0.46799999999999997,0.755,-6.47277,0.10300000000000001,Glrx5,glutaredoxin 5,GLRX5
8545,1367806_at,0.595,0.16399999999999998,-1.51,-5.66458,-0.10099999999999999,Gls,glutaminase,GLS
2866,1388893_at,0.26899999999999996,0.0248,-2.65,-3.9052599999999997,-0.436,Glt8d1,glycosyltransferase 8 domain containing 1,GLT8D1
1148,1388480_at,0.10099999999999999,0.00374,-3.79,-2.01454,-0.34,Gltp,glycolipid transfer protein,GLTP
6859,1390519_at,0.521,0.115,1.73,-5.35388,0.171,Gltscr1,glioma tumor suppressor candidate region gene 1,GLTSCR1
14965,1398607_at,0.784,0.377,0.925,-6.32834,0.12300000000000001,Gltscr1l,GLTSCR1-like,GLTSCR1L
15439,1371471_at,0.797,0.396,0.888,-6.36161,0.0663,Gltscr2,glioma tumor suppressor candidate region gene 2,GLTSCR2
5217,1387878_at,0.43,0.0721,-2.02,-4.92834,-0.121,Glud1,glutamate dehydrogenase 1,GLUD1
4976,1398968_at,0.41700000000000004,0.0667,-2.07,-4.85501,-0.23800000000000002,Glyr1,glyoxylate reductase 1 homolog,GLYR1
4613,1371803_at,0.39299999999999996,0.0583,-2.15,-4.72933,-0.159,Gm2a,GM2 ganglioside activator,GM2A
708,1375960_at,0.0545,0.00124,-4.5,-0.89164,-0.312,Gmcl1,"germ cell-less, spermatogenesis associated 1",GMCL1
9057,1369075_a_at,0.61,0.17800000000000002,1.45,-5.73482,0.12,Gmeb2,glucocorticoid modulatory element binding protein 2,GMEB2
1515,1387663_at,0.139,0.0068,-3.42,-2.61796,-0.33,Gmfb,"glia maturation factor, beta",GMFB
19059,1378056_at,0.865,0.53,-0.6509999999999999,-6.54844,-0.0552,Gmnn,"geminin, DNA replication inhibitor",GMNN
4742,1372859_at,0.401,0.0611,-2.12,-4.77349,-0.195,Gmppa,GDP-mannose pyrophosphorylase A,GMPPA
4660,1386914_at,0.395,0.0593,-2.14,-4.74452,-0.214,Gmpr,guanosine monophosphate reductase,GMPR
675,1380373_at,0.0475,0.00103,-4.62,-0.70126,-0.38299999999999995,Gmps,guanine monophosphate synthase,GMPS
26222,1387822_at,0.9570000000000001,0.807,0.251,-6.74043,0.0198,Gna11,"guanine nucleotide binding protein, alpha 11",GNA11
6796,1369278_at,0.518,0.113,-1.74,-5.34091,-0.177,Gna12,G protein subunit alpha 12,GNA12
30870,1387505_at,0.9990000000000001,0.991,0.0113,-6.77451,0.0018100000000000002,Gnai1,G protein subunit alpha i1,GNAI1
28206,1367844_at,0.976,0.885,0.149,-6.762569999999999,0.00982,Gnai2,G protein subunit alpha i2,GNAI2
9114,1394575_at,0.612,0.179,1.45,-5.74306,0.192,Gnal,G protein subunit alpha L,GNAL
7170,1368879_a_at,0.537,0.124,-1.68,-5.42124,-0.32899999999999996,Gnao1,G protein subunit alpha o1,GNAO1
5129,1370091_at,0.424,0.07,2.04,-4.9008400000000005,0.182,Gnaq,G protein subunit alpha q,GNAQ
6001,1369897_s_at,0.47600000000000003,0.0919,-1.87,-5.15175,-0.122,Gnas,GNAS complex locus,GNAS
4354,1387095_at,0.377,0.0528,2.21,-4.63472,0.142,Gnaz,G protein subunit alpha z,GNAZ
2537,1367732_at,0.235,0.0192,-2.8,-3.65383,-0.245,Gnb1,G protein subunit beta 1,GNB1
7489,1398863_at,0.552,0.133,-1.64,-5.4836599999999995,-0.141,Gnb2,G protein subunit beta 2,GNB2
28960,1371071_at,0.982,0.914,-0.111,-6.767930000000001,-0.0107,Gnb4,G protein subunit beta 4,GNB4
10915,1382105_at,0.674,0.237,-1.26,-5.97276,-0.10300000000000001,Gnb5,G protein subunit beta 5,GNB5
7143,1368009_at,0.536,0.12300000000000001,1.69,-5.4160699999999995,0.134,Gne,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,GNE
6379,1392471_at,0.494,0.10099999999999999,-1.81,-5.2421,-0.147,Gng12,G protein subunit gamma 12,GNG12
6752,1368957_at,0.516,0.11199999999999999,1.75,-5.33103,0.109,Gng7,G protein subunit gamma 7,GNG7
2220,1398391_at,0.20800000000000002,0.0149,-2.96,-3.40129,-0.18899999999999997,Gnl1,G protein nucleolar 1,GNL1
10684,1392010_at,0.6659999999999999,0.22899999999999998,1.28,-5.94541,0.102,Gnl2,G protein nucleolar 2,GNL2
15342,1388953_at,0.794,0.392,0.8959999999999999,-6.35462,0.0558,Gnl3,G protein nucleolar 3,GNL3
23038,1368890_at,0.922,0.6829999999999999,-0.42100000000000004,-6.679069999999999,-0.0309,Gnpat,glyceronephosphate O-acyltransferase,GNPAT
2398,1373669_at,0.22399999999999998,0.0173,-2.87,-3.5519800000000004,-0.22899999999999998,Gnpda2,glucosamine-6-phosphate deaminase 2,GNPDA2
409,1375530_at,0.0193,0.000254,5.6,0.7287399999999999,0.493,Gnpnat1,glucosamine-phosphate N-acetyltransferase 1,GNPNAT1
793,1374790_at,0.0627,0.0016,-4.33,-1.14943,-0.48100000000000004,Gnptg,"N-acetylglucosamine-1-phosphate transferase, gamma subunit",GNPTG
28383,1386942_at,0.977,0.892,-0.139,-6.76404,-0.0164,Golga2,golgin A2,GOLGA2
3635,1376650_at,0.32799999999999996,0.0384,-2.39,-4.32996,-0.171,Golga5,golgin A5,GOLGA5
1736,1398895_at,0.162,0.009059999999999999,-3.25,-2.90604,-0.193,Golga7,golgin A7,GOLGA7
7581,1387979_at,0.555,0.135,-1.63,-5.49969,-0.142,Golgb1,golgin B1,GOLGB1
27441,1369571_at,0.9690000000000001,0.855,-0.187,-6.755539999999999,-0.0343,Golph3,golgi phosphoprotein 3,GOLPH3
3565,1378352_at,0.321,0.0368,-2.42,-4.289569999999999,-0.395,Golph3l,golgi phosphoprotein 3-like,GOLPH3L
15404,1383543_at,0.7959999999999999,0.39399999999999996,-0.8909999999999999,-6.35902,-0.182,Golt1b,golgi transport 1B,GOLT1B
24830,1391183_at,0.941,0.752,0.326,-6.71714,0.0474,Gopc,golgi associated PDZ and coiled-coil motif containing,GOPC
12124,1380815_at,0.715,0.27899999999999997,-1.15,-6.10305,-0.201,Gorab,"golgin, RAB6-interacting",GORAB
29680,1370325_at,0.9890000000000001,0.9440000000000001,0.0724,-6.771719999999999,0.0038299999999999996,Gorasp2,golgi reassembly stacking protein 2,GORASP2
5406,1369410_at,0.441,0.0767,1.98,-4.98577,0.249,Gosr1,golgi SNAP receptor complex member 1,GOSR1
16731,1370031_at,0.821,0.442,0.802,-6.43583,0.0962,Gosr2,golgi SNAP receptor complex member 2,GOSR2
12433,1367819_at,0.722,0.289,-1.12,-6.13036,-0.0622,Got2,glutamic-oxaloacetic transaminase 2,GOT2
20082,1369758_at,0.88,0.568,0.59,-6.58822,0.0673,Gpam,"glycerol-3-phosphate acyltransferase, mitochondrial",GPAM
20995,1372919_at,0.893,0.603,-0.537,-6.619680000000001,-0.0289,Gpat4,glycerol-3-phosphate acyltransferase 4,GPAT4
16854,1377436_at,0.8240000000000001,0.447,0.7929999999999999,-6.4429,0.064,Gpatch1,G patch domain containing 1,GPATCH1
12025,1384149_at,0.708,0.27399999999999997,-1.16,-6.08913,-0.11900000000000001,Gpatch11,G patch domain containing 11,GPATCH11
24833,1397309_at,0.941,0.752,0.325,-6.7172600000000005,0.0256,Gpatch2l,G patch domain containing 2-like,GPATCH2L
2953,1393128_at,0.276,0.0262,-2.62,-3.96066,-0.153,Gpatch4,G patch domain containing 4,GPATCH4
8322,1388563_at,0.586,0.157,1.53,-5.628830000000001,0.0928,Gpbp1,GC-rich promoter binding protein 1,GPBP1
27753,1368395_at,0.972,0.867,0.172,-6.758539999999999,0.0434,Gpc3,glypican 3,GPC3
1757,1392888_at,0.16399999999999998,0.009290000000000001,-3.24,-2.93178,-0.207,Gpc4,glypican 4,GPC4
650,1393606_at,0.0435,0.0009109999999999999,-4.7,-0.57424,-0.396,Gpcpd1,glycerophosphocholine phosphodiesterase 1,GPCPD1
811,1369560_at,0.0662,0.00173,-4.28,-1.22758,-0.44799999999999995,Gpd1,glycerol-3-phosphate dehydrogenase 1,GPD1
579,1387670_at,0.0357,0.000667,-4.92,-0.25523,-0.46799999999999997,Gpd2,glycerol-3-phosphate dehydrogenase 2,GPD2
16701,1368117_at,0.821,0.441,-0.8029999999999999,-6.43445,-0.0791,Gphn,gephyrin,GPHN
3878,1383255_at,0.344,0.0429,-2.33,-4.43736,-0.23,Gpkow,G patch domain and KOW motifs,GPKOW
7397,1380833_at,0.5479999999999999,0.13,-1.65,-5.46629,-0.195,Gpld1,glycosylphosphatidylinositol specific phospholipase D1,GPLD1
10927,1393604_at,0.675,0.237,-1.26,-5.97444,-0.10800000000000001,Gpn3,GPN-loop GTPase 3,GPN3
20389,1368187_at,0.884,0.579,-0.574,-6.5985,-0.0535,Gpnmb,glycoprotein nmb,GPNMB
14218,1369874_at,0.769,0.35200000000000004,-0.9790000000000001,-6.27762,-0.0642,Gpr1,G protein-coupled receptor 1,GPR1
16409,1384602_at,0.816,0.431,-0.8220000000000001,-6.41887,-0.0639,Gpr107,G protein-coupled receptor 107,GPR107
11602,1389188_at,0.693,0.259,-1.2,-6.04433,-0.172,Gpr108,G protein-coupled receptor 108,GPR108
26886,1381738_at,0.965,0.8340000000000001,0.215,-6.7495,0.0177,Gpr135,G protein-coupled receptor 135,GPR135
1251,1374126_at,0.11,0.00442,-3.69,-2.18235,-0.29600000000000004,Gpr137b,G protein-coupled receptor 137B,GPR137B
2497,1382266_at,0.23199999999999998,0.0187,-2.82,-3.6264300000000005,-0.243,Gpr146,G protein-coupled receptor 146,GPR146
7600,1374445_at,0.556,0.136,-1.63,-5.50275,-0.134,Gpr162,G protein-coupled receptor 162,GPR162
27686,1369551_at,0.971,0.865,0.175,-6.75798,0.0177,Gpr173,G-protein coupled receptor 173,GPR173
3404,1396920_at,0.31,0.0339,2.47,-4.21076,0.156,Gpr176,G protein-coupled receptor 176,GPR176
1390,1382858_at,0.125,0.00561,-3.54,-2.42382,-0.214,Gpr180,G protein-coupled receptor 180,GPR180
23936,1387526_at,0.9329999999999999,0.718,0.37200000000000005,-6.69983,0.0408,Gpr27,G protein-coupled receptor 27,GPR27
29236,1387182_at,0.983,0.925,0.0972,-6.7694399999999995,0.00869,Gpr37,G protein-coupled receptor 37,GPR37
20261,1387666_at,0.882,0.575,0.581,-6.59405,0.0357,Gpr85,G protein-coupled receptor 85,GPR85
7896,1387148_at,0.5670000000000001,0.14400000000000002,-1.59,-5.554530000000001,-0.125,Gprasp1,G protein-coupled receptor associated sorting protein 1,GPRASP1
11836,1376828_at,0.7020000000000001,0.267,1.18,-6.06965,0.0983,Gprc5a,"G protein-coupled receptor, class C, group 5, member A",GPRC5A
5836,1373336_at,0.466,0.0874,1.9,-5.105659999999999,0.188,Gprc5b,"G protein-coupled receptor, class C, group 5, member B",GPRC5B
30245,1379827_at,0.992,0.965,0.0447,-6.77349,0.00426,Gps2,G protein pathway suppressor 2,GPS2
2246,1370590_at,0.21100000000000002,0.0153,-2.94,-3.4262699999999997,-0.295,Gpsm1,G-protein signaling modulator 1,GPSM1
1127,1387052_at,0.0991,0.0036,-3.82,-1.97355,-0.33799999999999997,Gpt,glutamic--pyruvic transaminase,GPT
9319,1367576_at,0.62,0.18600000000000003,1.42,-5.77359,0.0763,Gpx1,glutathione peroxidase 1,GPX1
9724,1391529_at,0.638,0.2,1.38,-5.83292,0.139,Gpx4,glutathione peroxidase 4,GPX4
14257,1372125_at,0.769,0.353,-0.976,-6.28009,-0.12300000000000001,Gpx7,glutathione peroxidase 7,GPX7
17983,1372282_at,0.847,0.49,-0.718,-6.5014400000000006,-0.07,Gpx8,glutathione peroxidase 8,GPX8
547,1398664_at,0.0333,0.000586,-5.0,-0.12325,-1.36,Gramd3,GRAM domain containing 3,GRAMD3
4960,1370723_at,0.415,0.0663,2.07,-4.84903,0.157,Grasp,general receptor for phosphoinositides 1 associated scaffold protein,GRASP
15572,1394610_at,0.799,0.4,-0.88,-6.36921,-0.136,Grb10,growth factor receptor bound protein 10,GRB10
4629,1368386_at,0.39399999999999996,0.0587,-2.14,-4.73531,-0.161,Grb2,growth factor receptor bound protein 2,GRB2
11923,1368334_at,0.705,0.27,1.17,-6.07894,0.0784,Grb7,growth factor receptor bound protein 7,GRB7
24411,1369113_at,0.937,0.735,-0.348,-6.70903,-0.0212,Grem1,"gremlin 1, DAN family BMP antagonist",GREM1
1140,1373337_at,0.10099999999999999,0.0036899999999999997,-3.8,-1.9999900000000002,-0.255,Grhpr,glyoxylate reductase/hydroxypyruvate reductase,GRHPR
9726,1376892_at,0.638,0.2,-1.38,-5.833019999999999,-0.179,Gria3,glutamate ionotropic receptor AMPA type subunit 3,GRIA3
13088,1387400_at,0.7390000000000001,0.311,1.07,-6.18746,0.0808,Grin2a,glutamate ionotropic receptor NMDA type subunit 2A,GRIN2A
26215,1372724_at,0.9570000000000001,0.807,-0.251,-6.74032,-0.0131,Grina,glutamate ionotropic receptor NMDA type subunit associated protein 1,GRINA
22594,1376988_at,0.917,0.6659999999999999,0.445,-6.667910000000001,0.0339,Grip1,glutamate receptor interacting protein 1,GRIP1
16950,1388016_a_at,0.825,0.45,0.787,-6.44741,0.0978,Grip2,glutamate receptor interacting protein 2,GRIP2
12559,1368909_a_at,0.726,0.293,-1.11,-6.142180000000001,-0.0899,Gripap1,GRIP1 associated protein 1,GRIPAP1
23960,1375594_at,0.9329999999999999,0.7190000000000001,0.371,-6.7001800000000005,0.0412,Grk4,G protein-coupled receptor kinase 4,GRK4
6574,1368408_at,0.505,0.107,1.78,-5.28829,0.26,Grk5,G protein-coupled receptor kinase 5,GRK5
14277,1393987_s_at,0.77,0.354,-0.9740000000000001,-6.28179,-0.0849,Grk6,G protein-coupled receptor kinase 6,GRK6
5970,1386893_at,0.475,0.0912,-1.88,-5.1446,-0.11900000000000001,Grn,granulin,GRN
15708,1368552_at,0.802,0.405,0.871,-6.3773800000000005,0.0592,Grpel1,"GrpE-like 1, mitochondrial",GRPEL1
28418,1371964_at,0.978,0.894,0.13699999999999998,-6.76439,0.007640000000000001,Grsf1,G-rich RNA sequence binding factor 1,GRSF1
24365,1390918_at,0.9359999999999999,0.733,-0.35100000000000003,-6.7081,-0.0292,Grtp1,growth hormone regulated TBC protein 1,GRTP1
18534,1382181_at,0.8590000000000001,0.512,0.6809999999999999,-6.52794,0.0419,Gsap,gamma-secretase activating protein,GSAP
18085,1385001_at,0.8490000000000001,0.494,-0.711,-6.50669,-0.0536,Gsdmd,gasdermin D,GSDMD
17200,1386883_at,0.8320000000000001,0.46,0.769,-6.46211,0.0645,Gsk3a,glycogen synthase kinase 3 alpha,GSK3A
3599,1370267_at,0.324,0.0375,2.41,-4.30865,0.22399999999999998,Gsk3b,glycogen synthase kinase 3 beta,GSK3B
2674,1371414_at,0.251,0.0216,-2.74,-3.76836,-0.21,Gsn,gelsolin,GSN
3882,1377249_at,0.345,0.0431,-2.33,-4.44066,-0.19,Gspt2,G1 to S phase transition 2,GSPT2
26268,1370365_at,0.958,0.809,0.249,-6.741039999999999,0.0204,Gss,glutathione synthetase,GSS
14568,1372297_at,0.777,0.364,-0.9520000000000001,-6.30283,-0.0608,Gsta4,glutathione S-transferase alpha 4,GSTA4
19841,1382062_at,0.8759999999999999,0.5589999999999999,0.605,-6.579060000000001,0.0699,Gstcd,"glutathione S-transferase, C-terminal domain containing",GSTCD
